,Name,Category,Town,Type,Contributions,Title,Review,Rating,Date,LocCode,Cuisine,Score
1568,Wave Hotel,Accommodation,Bognor,Hotel,6,Butlins fun for family,"The wave hotel was a fantastic place to stay as a whole, everything is accessible and easy for kids and the rooms are large and clean.

We stayed as a 6 person family in the 3 bedroom apartment, our youngest is autistic and has fairly high needs but the rooms were safe and secure enough for him. I’d have rated 5 star if the check out time was slightly later as he can be difficult in the morning and if the games room had later and better opening times since most days when we went to play it seemed packed or closed.

We will very likely come back though.",4,4.0,3.0,0,0
1569,The Roundstone,Food,Littlehampton, Pub/Bar,1,Great food and great staff,Had a lovely time at the roundstone today gray staff and great food well priced and a lovely atmosphere thanks too our lovely sever Maya,5,3.0,0.0,British,0
1570,Premier Inn Bognor,Accommodation,Bognor,Hotel,0,quality of food was poor,"Quality of food was poor, evening meal was greasy and breakfast pretty poor too.It was also late to arrive when i needed to get a meal early. Some staff were not overly welcoming either. Bed was good and comfy, clean room.
Read less",2,4.0,0.0,0,1
1571,Arden B&B,Accommodation,Arundel,B&B/Inn,94,Very comfortable & convenient,"We stayed here for 1 night when we visited Arundel and it was perfect! Lucie was very helpful in letting us park in the car park as we arrived early and then went to visit the castle which is a very short walk away. Our room was very comfortable with a small modern shower room. We ordered what we would like for breakfast and the required time the night before and my husband said the bacon was delicious! If we are ever in the area again I would not hesitate to return.
Read less",5,2.0,2.0,0,0
1572,Pub & Kitchen,Food,Bognor, Pub/Bar,1,Pub and kitchen,Grub was good service was better anna was the best we had great time lovely place would recommend xxx,5,4.0,0.0,British,0
1573,Harbour Park,Attractions,Littlehampton,Amusements/Fun,56,Fantastic First Visit,"We visited Harbour Park on a complete whim after finding ourselves with a free day whilst holidaying nearby, and were very impressed. We had planned to spend a couple of hours there and go home for lunch, but ended up staying nearly until it closed! We found a large variety of rides, and thought it was great value - free entry, and £20 for unlimited rides which our 10 and six year old certainly got their moneys' worth out of! Staff were friendly and helpful and the whole place was very clean.

I would have expected the whole park to be a no smoking area, or for there to be a designated area near the entrance, as a number of people were smoking close to queues which was off-putting. My only other comment would be that something outdoors for little ones would be helpful, like a sandpit or some sort of outdoor softplay area. There is indoor softplay but you can't be in there with a little one if you need to watch older ones outside. After discovering he didn't like the spinning barrel ride my poor one year old just had to stay in his pushchair and watch everybody else have fun all day.
Read less",4,3.0,2.0,0,0
1574,The Holly Tree,Food,Arundel, Pub/Bar,19,Local pub,Excellent place to have a catch up with friends whilst enjoying an excellent meal and enjoying a lovely drink.,5,4.0,2.0,British,0
1575,Parsons Table,Food,Arundel, Restaurant,27,Deserves a Michelin star,"The menu is not large which I like because it means a chef can be involved in creating fresh food, but is still difficult to choose from the exciting creative dishes on offer. We had crab chowder and confit duck followed by fish and lamb then cheese, we had not heard of all the cheeses available but all were gorgeous, the whole meal was memorable. The owners are ex-Claridges and it shows. The service was also first class, friendly and welcoming. What a find.",5,2.0,2.0,Other,0
1576,The Waverley,Food,Bognor, Pub/Bar,7,Dinner and drinks,"Great place to eat and drink. The view is so good. The fish and chips are the best in Bognor. Can’t wait to go again
",5,2.0,1.0,British,0
1577,Osca's,Food,Littlehampton, Restaurant,93,Lunchtime visit,"We've been to Osca's many times in the last few years and have never been disappointed, Food is always cooked to order and is hot and tasty. Prices have risen a little since our last visit, but it's still good value. Staff usually friendly and welcoming",5,2.0,1.0,Seafood,0
1578,Fino,Food,Bognor, Restaurant,13,Good food in a pleasant atmosphere,"An evening out with the family to celebrate a birthday, 4 adults. The menu was diverse enough for a decent choice of meals and there was a good choice of alcoholic and soft drinks. Service was very good and we had little wait between courses. The starters were good and each of the main courses was well presented and very high quality. Well worth a visit",5,4.0,1.0,Italian/Pizza,0
1579,Avisford,Accommodation,Arundel,Hotel,5,A very friendly Hotel,"An excellent hotel made better by the fantastic staff for us the only fault is the evening menu for guests staying more than one night the menu leaves a lot to be desired. The room was very clean and well furnished,
Read less",5,4.0,2.0,0,0
1580,The Dragon,Food,Littlehampton, Fast Food/Takeaway,60,Amazed there are so many good reviews,"We went to collect a takeaway. The interior looked like an old pub that needed doing up. The person at the till was very assertive - I suspect they have to deal with too many trouble makers. There is a long list of things the management can refuse. And the food was awful - stodgy; greasy; cold; tasteless. After a while, we gave up eating it. Given there are so many positive reviews, maybe we were just unlucky.",1,3.0,2.0,Chinese/Thai,1
1581,Cinnamon,Food,Littlehampton, Restaurant,1,Mr,"We were 12 people the table has been booked days before they still manage to serve the starter for 3 of us before taking any other order from us and is very expensif for just an indian
Never again",1,1.0,0.0,Indian,1
1582,The Lamb Inn,Food,Bognor, Pub/Bar,3,Worst meal ever,"I went to the Lamb for a family meal, and I can honestly say it was the worst meal I’ve ever had.
It wasn’t really busy but we had to wait a very long time for starters to come. The beef rib was so dry. The mains were even worse. My father had steak and kidney pie, and l don’t even want to explain what it looked like, just splatted on a plate. It was mushy and bland. I had lamb shank, and it was absolutely covered in oil. My mother had scallops which weren’t cooked. No waitress came and did a check back so we had to go and find a waitress to complain. We were told ‘You don’t need to pay for the scallops’, well I should think not as they were uncooked!! I said about the lamb shank and it was shrugged off. Management didn’t seem to know what they were doing, had to call the landlord who wasn’t there to ask what they should do. Next time, The Lion is the place to be!",1,3.0,0.0,British,1
1583,Six Bells,Food,Littlehampton, Pub/Bar,5,Very tasty and enjoyable food.,We have read very mixed reviews about this pub but have eaten there several times over the last couple of years. We are always impressed by the size of the portions and have enjoyed a range of different dishes. The beer is good and our dog is always welcomed. During the recent weekend we ate there twice and particularly enjoyed the roast dinner. The veg were very fresh and well cooked and the beef was lovely and tender. The pub itself is slightly quirky but this does not detract from the quality of the food served.,4,3.0,2.0,British,0
1584,The Roundstone,Food,Littlehampton, Pub/Bar,4,Excellent food and service!,I have eaten here for the last 4 nights due to staying in the Premier Inn next door. The food has been of a consistently high standard and delivered to the table quickly. For 3 of the visits my server was Sarah who was very friendly and helpful and the sort of waitress every restaurant should have! She made a solo visit to a restaurant a long way from home a lovely experience. Thank you Sarah.,5,2.0,2.0,British,0
1585,Star Fish Kingdom,Food,Bognor, Fast Food/Takeaway,6,poor quality at big prices,"Called in for some chips to go with already bought roast beef! Smallest portion was £2.40
of which I must have thrown away the £2 worth. Poor quality. I should have learned from a visit 2 weeks ago to buy 3 pensioner portions.(£5 per portion) Smallest fish I've seen, more like a fish finger however the chips on that occasion were reasonably edible. Better travelling further to Oceans. Better quality, bigger portions and cheaper prices!!",1,2.0,3.0,Seafood,1
1586,Butlins,Accommodation,Bognor,Hotel,7,Poor accommodation ,"So sad to have just checked into butlins for 6th time over 5 years to the ‘gold’ accommodation - seaside apartment.
Really poor quality accommodation - really disappointed. Recommend go for hotel every time.
Read less",1,4.0,2.0,0,1
1587,The Diner,Food,Bognor, Steakhouse/Diner,11,dreadful experience ☹️,"Service is dreadful, staff standing around chatting so took a while to be seated, would only do drink orders to begin with (even though we were ready to order food) so had to wait for someone to come to order food back which took ages.

My wife ordered the salad, asking if she could have both the salmon and shrimp as she hadn’t eaten anything today, but was told this was not possible even though both on the menu. This was after placing the order as the waiter didn’t know where the dish was on his tablet then came back. She was advised that if she wanted the shrimp as well it had to be the starter??? Made no sense...

Drinks took ages (had to ask), food took ages (had to ask) then I sent my chicken and waffles back as it was over cooked, dry and burnt (see the photos). The bacon tasted of charcoal, the chicken breast was dry and chewy... even the waffle was crispy and overdone. How it cleared the pass I have no idea, but a replacement came out quite quickly so I assume I was given someone else’s dish. Sorry to whoever that was!!

Overall feeling was staff don’t care, they work hard to avoid your eye so they don’t have to come and help and service is far from important to them. A real shame as we really enjoyed the food the previous time we came... we won’t be going back

(10% off the bill after questioning why we were charged full price after our experience and still felt like they just didn’t care...)",2,4.0,2.0,American,1
1588,Norfolk Arms,Accommodation,Arundel,Hotel,3,1 night stay which was slightly disappointing,"We had a 1 night stay here for our anniversary, we have stayed before so was happy to book again. We booked an executive room, but to be honest we felt this was not so, we found our room had a tidy clean bed and clean bath, toilet sink etc, but the dust in this room was not acceptable, dusty walls, and dirty window sills, dusty shelves and hair on shelves as well. dirty behind bathroom bin, and just really mucky when looking close. We did tell the receptionist when we left who firstly said it was just a days dust which that would could have accepted, but this was months of dust, which was totally unacceptable, she apologised and made a note. Everything else was good, the staff were nice, the breakfast was lovely and plenty of it for the price. Please Norfolk Arms Hotel, give your rooms and deep clean now and again!
Read less",2,4.0,2.0,0,1
1589,Butlins,Accommodation,Bognor,Hotel,8,Disappointing,"Now me and my hubby rob went to the butlins bognor regis resort earlier this year to find our reviews taken down!? Now we shared a room in the wave hotel which looked nice but there was some loud children nearby which disturbed me and rob later when we was having fun but they got a sight they can never take back! The food was not to bad but there was the occasional imbosile around causing hassle to Rob however it was not to bad apart from the diner - took to long and did not allow us to enter with some hungry kids which we wanted to feed! The Rides were appalling to say the least, we tried to get onto the bumper cars together but they said ""not even one of you could fit in one"", very offensive and in general very disheartening. There was a statue of Billy Butlin and all the youngsters of the modern age were chanting ""willy butlin"" - how immature. Overall disappointing stay and will not recommend for any couples looking for a cheeky weekend off!
Read less",1,4.0,1.0,0,1
1590,Passage to India,Food,Bognor, Restaurant,3,Placed tongs that had dropped on floor back into buffet food!!!!!!,"Had £10.50 buffet. NB offered pappadoms but they are extra! Choice very limited. Tandoori chicken starter a bit dry and not warm enough. No labels on food so you have to take your chance! "" statrters, 2 rice, 4 currys (one veg), bombay aloo, plus salad and some dressing/sauce.
Not overly thrilled.
BUT THEN watched waiter pick up tongs which had fallen to floor and put then back in food.
We picked them out again as just about to leave and took them to till to tell manager. He did apologize, saying he's new. But its does make you wonder what goes on in the kitchen.
Not going back!",1,2.0,3.0,Indian,1
1591,Magna Tandoori,Food,Bognor, Restaurant,7,Disappointing - dreadful service,"I have used this restaurant for the past nine years on weekend visits to Bognor but for the last time. Last night the service was awful, we waited 20 minutes before anyone came near us and nearly 1.1/2 hours for our order with no apology or explanation by which time hunger had almost passed. The food when it came was ok and when the bill came I was going to argue some money off but decided to just pay up and I will not be using that restaurant again. My guests live in Bognor Regis and they are regular users and they will not be using the restaurant again either. Our preferred restaurant will be The Cardoman Bay in future. There was not a single apology or excuse, the people on the next table had been waiting longer than us. I think they were prioritising take away orders. I see that I am not the only one to complain about the poor service

Michael Wilkinson",2,3.0,2.0,Indian,1
1592,The Lion,Food,Bognor, Pub/Bar,57,Excellent Food in lovely place,"Spent an evening with friends in the restaurant, lovely meal, we have been to this place many times always very pleased with the food. well worth a visit best for miles",5,2.0,1.0,British,0
1593,Norfolk Arms,Accommodation,Arundel,Hotel,0,Friendly staff,"Staff is very nice and friendly. Our plan to get there was unexpectedly delayed and the staff was waiting by the window at the entrance to welcome us at 12:30 in the morning. It was a much needed warm welcome after long travel. Thank you!
Read less",5,3.0,0.0,0,0
1594,Avisford,Accommodation,Arundel,Hotel,31,Not what we expected.....,"A little shocked if I’m honest.. stayed in Hilton’s all around the world and this hotel just doesn’t live up to the Hilton’s normal standards. Walked into the bedroom which was like a box. Only one bedside table, the other side had a wardrobe stuffed up next to the bed. Went to open the window only to find the last visitors leftover takeaway on the windowsill.. the room looks nothing like the photos advertised... a real disappointment
Read less",1,1.0,2.0,0,1
1595,Ship & Anchor,Accommodation,Arundel,AccomOther,30,Fantastic. ,"Stayed for one night on the 9th with my partner and daughter.
It was such a lovely experience, my daughter loved the park and was in there for ages.
The actual pub is a pleasant experience and the staff are so friendly.
The lovely Scottish lady and the young lady working (I’m so sorry we forgot your names) were extremely welcoming.
The food itself was delicious, especially our favourite dish of the evening - the pork belly!!!!!
This was my daughters first camping experience and it was great we can’t wait to return.",5,1.0,3.0,0,0
1596,Carlton Hotel,Accommodation,Bognor,B&B/Inn,87,Won't be returning,"Stayed here for one night for work. Check in at the bar was polite and escorted to room which was nice. Breakfast doesn't get served until 8.30 but they said would serve at 7.45am as needed to leave before 8.30 which was great. Unfortunately at 7.45 there was no life in the bar and all locked, couldn't get in and no one was up. The other guest who had also been promised 7.45 breakfast was also there and neither of us could get in. Very disappointing as I would have left earlier and gone elsewhere if this was the case. Unprofessional behaviour. Room was cold and little electric heater takes time before room is heated. Mattress very springy and uncomfortable. Decor dated and windows thin with a noisy road. There is a view of the sea and this is why it got a score of 2. I won't be…",2,4.0,2.0,0,1
1597,Spotted Cow,Food,Littlehampton, Pub/Bar,17,Really naf Sunday lunch,"Went as a party of 6 - seated straight away. Decor is nice, recently re-done. Service was pleasant and attentive. Ordered our food which was served almost immediately - alarm bells ring at this point. Had the roast pork which was anaemic - blander it could not have got - more boiled than roasted, and had obviously been sitting in its weak juices quite a while, waiting for me to turn up. But the veg - ahh. The ""chef"" has taken his boiling technique to a whole new level. How shall we do the carrots - let's boil them, same with the greens, same with all the veg. At this point I realised that they do not have a chef, but someone who honed his skills doing school dinners in the 70's.
The gravy on my partners beef was so thin, that they had tried to thicken it with tomato ketchup.
When we came to deserts I thought, well maybe things will improve. Well, they do say that Hope is the last to die, and die it did. The bread and butter pudding was dry as a bone. The kids had ice cream. It came in a tub, and we were informed that they didn't need spoons as there was a plastic one in the lid!
Enough said - try any of the other pubs in the area and you will get a better meal.",2,1.0,2.0,British,1
1598,Church Farm,Accommodation,Littlehampton,AccomOther,0,Caravan disgusting,"Just home from 7 day break caravan was disgusting spills down cupboards dog biscuits in cupboards and dog hair everywhere from previous guest yes we took our dog but previous dog had urinated in cupboard leaving a disgusting smell confronted reception they sent a cleaner they just wiped dog biscuits out of cupboard took 2 days til urine from previous dog was cleaned, cleaned rest of caravan myself was promised a small refund but been home a week and still waiting. The clubhouse is far too small for the amount of guests on camp and entertainment was very poor,arcades are full of ticket machines and prizes for tickets were rubbish, glad to get home have used haven for the last 10 years and never had à problem will never use them again now
Read less",1,3.0,0.0,0,1
1599,Belinda's Tearooms,Food,Arundel, Café,274,Lunch with a friens,"I had not been in the cafe for some years and it was a different name then, it looked much the same still quaint. It was retry full but we managed to get a table. There only seemed to be 2 staff working they were flat out.
We decided to eat a meal at lunchtime and both opted for ham, egg and chips. It came quite quickly and was very tasty. The ham was thickly cut and the eggs cooked perfectly.
The tables are quite closely packed in but a cosy feel. All very nice thank you.",4,4.0,2.0,British,0
1600,The Castle Restaurant,Food,Arundel, Restaurant,5,Excellent meal,"Although the restaurant was not busy(Sunday evening) we enjoyed a lovely three
course meal,all meals beautifully cooked",5,4.0,2.0,British,0
1601,Ristorante Al Mare,Food,Littlehampton, Restaurant,1,Tomato Paste,"Pizza was flooded with Tomato Paste and very little Cheese.
Asked casually if I wanted bead and Charged 2.40 Pounds
Long wait for food",1,3.0,0.0,Italian/Pizza,1
1602,Linden Fisheries,Food,Bognor, Fast Food/Takeaway,1,DON'T GO ANYWHERE ELSE!!!,"I am a big fish fan and Linden Fisheries just sold me the best fish I have ever had. The huss was so fresh. Absolutely fantastic. Tom looked after us so well and we had a fantastic fish supper.

Thanks!! (We are coming back tonight!!)",5,2.0,2.0,Seafood,0
1603,"The Windmill, Harvester",Food,Littlehampton, Pub/Bar,4,Will never go back,"We went to this harvester as always had good meal there.
1st of all they took ages to take our order even though not at all busy. 2nd got my steak wrong 3 times. 3rd forgot drink order and I had to ask after nearly 10 mins of waiting. 4th coffee was cold and stewed. 5th waiter seemed more interested in chatting and messing around with his colleagues than serving",2,3.0,2.0,British,1
1604,Beachcomber Inn,Food,Bognor, Café,2,Holiday ,Not that good had better at wetherspoons and that's bad still if you are hungry go home and make a sandwich,2,2.0,0.0,British,1
1605,Pub & Kitchen,Food,Bognor, Pub/Bar,637,Slow and food not as described,"The restaurant was busy.
We waited a while before someone took our drinks order which apparently got lost!
We eventually got our drinks and order our food.
The food didn’t take too long to arrive however I’d ordered the Super Food Salad with Feta – there was no roast butternut squash/ avocado/ blueberries and only a small sprinkle of Feta instead there was half a cherry tomato about ¼ of a cucumber!!! I sent it back and it was removed from the bill.
The burger and sausage and mash were average, I think the prices in here are reasonable.",2,1.0,2.0,British,1
1606,Arun View,Food,Littlehampton, Pub/Bar,3,Arun view,"Very tasty food ,service very good ,nice and clean good choice of food sits on the river Arun so nice views whilst dining outside area ample parking",4,3.0,1.0,British,0
1607,Premier Inn Arundel,Accommodation,Arundel,Hotel,46,No air conditioning,"Premier Inns are very similar and we always appreciate their comfortable beds and efficient accommodation. Prior to going to Arundel we stayed two nights at the Winchester hotel and payed £50 per night - amazing value. The Arundel hotel was nearly twice the amount and I booked both well in advance. When we were down there I was very hot and the air conditioning in the Winchester hotel was perfect. At Arundel they just had a fan in the room. It worked well though some potential customers might not like the noise of the fan. Just a point to bear in mind. Otherwise the Arundel hotel is fine, with excellent cooked breakfasts which are ordered rather than following the buffet formula.
Read less",4,3.0,2.0,0,0
1608,Bailiffs Court,Accommodation,Littlehampton,Hotel,1,Very disappointing spa trip,"Booked an afternoon spa trip to celebrate my birthday. Staff appeared disinterested and got our booking wrong. The spa was over booked meaning that getting a lounger was difficult and we had to share for a proportion of time. The sauna and steam room were very small, so we had to wait for others to finish. We then booked an afternoon tea. The staff were rude and the scones were over baked and were more like a biscuit. Left feeling very disappointed and will not be going back. I have been to several spas and have always felt well looked after apart from here.
Read less",2,1.0,1.0,0,1
1609,Spice Paradise,Food,Bognor, Restaurant,1,Take Away,Ordered takeaway for collection last Friday..... tikka massala was fine but madras was runny and watery and cold - no excuse for travel as we live across road! Poppodums very stale. Disappointing as we are local but would not order again.,2,2.0,0.0,Indian,1
1610,Haskins Garden Centre,Food,Littlehampton, Café,28,Something to eat,"Brilliant freindly staff food great had jacket potato chilli con carne very tasty wife had soup and fresh bread, outdoor plants and garden furniture ect, in doors had Christmas theme bit early but very festive plenty of parking, went there for something to eat wasn't disappointed.",5,3.0,2.0,British,0
1611,Arundel Castle,Attractions,Arundel,Historical/Culture,1,Ticked all the boxes,"Great all round! Very interesting exhibitions and artefacts and stunning views. The rooms are beautiful and the garden is great for kids. The actual town is great to potter round in too.
Read less",4,4.0,0.0,0,0
1612,Premier Inn Bognor,Accommodation,Bognor,Hotel,2,Highly recommended,"The hotel is situated in a bustling part of town with shopping facilities just minutes away, however the hotel is quiet and comfortable. Our room was smart, modern and very clean, and the staff were friendly and professional. The rooms were kitted out well, supplied with towels, a large fan if needed, and a hairdryer and hot drink facilities. The heating system is easy to use, however we couldn't seem to keep the thermostat set at a high temperature. We didn't seek advice from staff in regards to this, so i may have missed something?
The bed was very comfortable, and the chambermaids do a good job, so hats off to them.
All in all we had a great stay here, and will certainly be back. Thank you to the team 😊
Read less",5,1.0,0.0,0,0
1613,Reema,Food,Littlehampton, Restaurant,1,not indian restaurent terible taste,totlay rubbish place dont know how to serve customer waited over 1 hour and no apologies and taste is rubbish avoid Bangladeshi restaurant .silly term and condition if u are 3 people u have to order 3 main course other wise u cant order anything...avoid d at any point if u want to get real test of indian restaurent go chischester or crawly not his Bengali restaurant at all as he named Indian restaurant .first learn how to serve customer.,1,1.0,0.0,Indian,1
1614,Fino,Food,Bognor, Restaurant,40,Birthday Treat,"First visit here but not disappointed. Food and service was great. Very friendly and nice ambience.
Will be back.",5,3.0,1.0,Italian/Pizza,0
1615,Cardanom Bay,Food,Bognor, Restaurant,16,Takeaway ,"Ordered a takeaway yesterday .
First time eating from here .
Food was amazing yummy .
Not oily at all , meat very tender
Food very tasty looked tasty too .
Will only be ordering from here from now on.
Presentation of food on arrival for a takeaway too was very impressive .",5,3.0,1.0,Indian,0
1616,Butlins,Accommodation,Bognor,Hotel,12,Waste of money we left early ,"Honestly, go somewhere else.

This place is expensive for what it is.

The new splash water park is terrible. Disgusting changing rooms absolutely filthy. Water in pool freezing, hair and dirt in all the water. 30 minutes queue for rides. Open to the public so very very busy.

Accommodation was dirty and dusty everywhere. Room service came didn’t replace tea bags/milk etc.

90% of staff miserable and rude. Especially at check out. Asked for our room number and said that’s it you can go..

Didn’t ask how the stay was etc

Food was over priced and on par with my local weatherspoons.

£180 a night, trust me go aboard or anywhere else but here!!
Read less",1,2.0,2.0,0,1
1617,Establo Lounge,Food,Littlehampton, Pub/Bar,6,Poor service,Been away for 3 months. Visited yesterday. What a disappointment. Poor service from disinterested and surly staff. Badly organised service. Shambles. What a come down from when it was opened.,1,4.0,0.0,British,1
1618,The Burger Shop,Food,Arundel, Restaurant,1,T. B. S Arundel,"We waited twenty minutes to order and waited a further 45 minutes for our meal. We took some students in who came in and ordered before two other groups yet got served after both other groups, in fact the last group got their order first and the other group also complained, not only that the waitress went to sort out payment for another table and sat another group down as the food was on the counter getting cold.(the bell had already been rung to say they were ready.) Very disappointed, and will never go there again!",1,2.0,0.0,Other,1
1619,"The Windmill, Harvester",Food,Littlehampton, Pub/Bar,1,2 stars,Customer service was shocking. Food was alright but bought out while still eating the salad bowl and was just dumped on the table,2,3.0,0.0,British,1
1620,Arundel Museum,Attractions,Arundel,Historical/Culture,249,Good for young children ,"We took my granddaughter and her friend here and they thoroughly enjoyed being Museum detectives. The staff were very friendly and helpful, checking on the girls to make sure they were successful in their fact sheet. It was lovely to see them enjoying their learning.",5,3.0,1.0,0,0
1621,Hotham Park,Attractions,Bognor,Nature/Gardens,95,Lovely place to walk the dogs,"Took a trip to hotham park. Parking 1.50 for 2 hours. A nice walk through the park it has a bandstand pond, a paddling pool needs cleaning but would be lovely in the summer. A miniature train which goes around the park. 3.00 for adults 2.00 for children under 2 free. Open weekends bank holidays and school holidays. Play area for children and a crazy golf. There is a cafe in the park and dogs permitted on leads. You can let the dogs off you must be able to control and recall if asked by warden. A good place for families with children.
Read less",4,2.0,2.0,0,0
1622,Butlins,Accommodation,Bognor,Hotel,6,What a dump ,"Paid over £900 for a 4 night family Easter break.
Complete waste of money.
The place is filthy.
Our seaside apartment was discussing. There was even stuff under the sofa from the previous occupants! Including a pill of some description. Good job I found it before my 10 month old daughter did.
I’ve complained to Butlins about this and they’ve offered me an upgrade on my next visit!!! What a joke, as if I’ll ever return to that dump.

Also the place is now overcrowded, they let too many people in for day visits.
And the new pool is too cold for young children.

I’ll never visit again!
Read less",1,2.0,2.0,0,1
1623,McDonald's,Food,Bognor, Fast Food/Takeaway,101,I'll never go back,"The food is Macdonalds and exactly what you'd expect.
I have eaten Macdonalds often

Sadly, as I was waiting for food a memeber of staff was joking about spitting in a young lad's meal

How could I go back after hearing that . I may never be able to eat Macdonald's again .",1,1.0,2.0,British,1
1624,Norfolk Arms,Accommodation,Arundel,Hotel,31,Horrific service ,"AVOID! Terrible service. We were barely greeted by the young man serving tables, when we sat down and asked for the table to be wiped down (it was grotty, full of empty glasses and ash), a cloth was chucked on our table and the waiter left. We then decided not to spend our money here and enjoyed lovely service and food elsewhere.
Read less",1,3.0,2.0,0,1
1625,Oyster Catcher,Food,Littlehampton, Pub/Bar,119,Sadly won’t be returning ,"It started off so well, the barman was so friendly and helpful. We ordered our food and the place was empty so wasn’t surprised when we had our main course served quickly. However, we’d ordered Caesar salad with grilled chicken. Disappointing is probably the best word to describe it. Soggy lettuce, tiny bits of bacon (pre cooked) and anchovies and dried out piece of chicken looking rather unappetising. We decided to order a cheese plate and a slice of lemon meringue. Half an hour later it still hadn’t arrived and it was obvious the woman at the bar had forgotten to order it in the kitchen. Fifteen minutes later it arrived. It seems the reviews on here are spot on. My advice is to probably go elsewhere.",1,3.0,2.0,British,1
1626,The Bear Inn,Food,Bognor, Pub/Bar,18,Very enjoyable meal!,"Was a last minute decision to go to The Bear for an evening meal when friends visited recently. Four of us in total. We were warmly welcomed by bar manager John and a table was selected for us. A varied menu and specials board to choose from. We were served by Sam, who could not have been more polite or helpful. Great food - between us we had the Bear burger, chicken fillet and two steak and ale pies, followed by two jam roly poly and one profiterole. One of us could not manage anything else! Very good value. On the specials board were some main meals which were two for £15. A great bargain. Would definitely return!",5,3.0,1.0,British,0
1627,Grandads Front Room,Attractions,Bognor,Shopping,2,Mr Shaun Harding,"Danny and the team do not only provide material necessary articles for people to furnish their home when NEEDED,they provide a wealth of love, compassion and empathy for all individuals circumstances thus promoting active support to help build up fellow human beings down on…
Read more",5,4.0,0.0,0,0
1628,Little London Teashop,Food,Bognor, Café,7,We cannot have enough coffee and delicious cake!,"My mum and I came here again as a treat. We had some dainty sandwiches.. cheese and chutney, and coronation chicken followed by scones, coffee and walnut cake with coffee. Superb! We enjoyed it immensely. I was so pleased to discover that a new ramp was in place which made it easier for me to get in and out in my wheelchair! An enormous help.",5,4.0,2.0,British,0
1629,Haskins Garden Centre,Food,Littlehampton, Café,9,Poor carvery choice,"We visited on Sunday 18th August 2019 at about 1.30 and noticed the choice of meats was down to 2, beef and gammon. This was disappointing as we both really prefer white meat. By the time we had queued for about 15 minutes my wife selected the last of the gammon so the choice was down to one! The service was very slow and at one stage the ""carver "" had to go to the back for more yorkshire puddings and we waited while a tray of around 24 portions were transferred laboriously one by one to the serving area. The beef I had was very pink and a bit fatty and gristly and about half the serving was virtually inedible and hard to chew.I am sorry to say the whole experience was very disappointing and we wished we had not decided to wait in a very slow moving queue for a lack lustre meal. We have been many times before for breakfast, meals and coffees but i think the whole management of the Sunday Carvery needs looking at. To be reduced to a choice of just beef by about 1.40 is very poor. In an attempt to have better cooked meat the lady in front of me asked for a cut from the other end but it was still very,very pink.",1,3.0,2.0,British,1
1630,East Beach Café,Food,Littlehampton, Café,66,Appalling fish & chips,"Stopped here as it looked an interesting place and had outside seating. I
Ordered the fish and chips and it was one of the worst I’ve ever eaten. It was greasy, the batter was so hard it was difficult to cut through it. When I did the fish was almost paper thin. Good job I’m only a day visitor and am unlikely to return to the area.",2,3.0,2.0,Seafood,1
1631,Premier Inn Bognor,Accommodation,Bognor,Hotel,8,new years eve,"overall ,quality.food for lunch was very good.great service,as was breakfast.we had a family rm ,spacious.and yes ,a very good nights sleep.we went last new years eve and this one too.def go again.very reasonably priced.
Read less",4,1.0,2.0,0,0
1632,The Roundstone,Food,Littlehampton, Pub/Bar,83,Very Disappointing .....,"We ate at this restaurant on Wednesday evening with friends, the 9 of us regularly eat out , but this was an experience we wouldn’t wish to repeat, the portions were very small and the food was cold, 7 of us chose the chicken and ham pie which was over cooked and the pastry very hard, the seats were also in need of a deep clean ( very grubby ) , after my negative comments I want to say how lovely all the staff were, Shame .....",1,4.0,2.0,British,1
1633,The Beresford,Food,Bognor, Pub/Bar,1178,Lovely evening carvery,"My wife and I had dinner and drinks here on a Saturday in July 2019. It was comfortably busy, but we were able to secure a table without a reservation.

My wife enjoyed wine; I was a little disappointed with the choice (of just three) cask ales.

The carvery was delicious and served by chef with a smile. Three meats and a huge choice of veg for £10.95. Very nice - we’d definitely go again.",4,3.0,2.0,British,0
1634,"The George, Burpham",Food,Arundel, Pub/Bar,20,Consistently very good,"I've been a regular for many years and felt it was about time I left a review! A visit to The George is always a treat: a unique setting in one of Sussex's prettiest villages with some of the best walks on the doorstep is a good reason to make the trip. But it gets better as you enter the pub! The staff are always friendly and Hollie the manager is efficient, charming and can't do enough to please her customers. Recently recruited new head chef Richard has really improved the choice and quality on the menu, and I never tire of the different dishes. I'll admit I'm a local so I'm biased but I've yet to find a better pub in Sussex.",5,3.0,0.0,British,0
