,Name,Category,Town,Type,Contributions,Title,Review,Date,LocCode,Cuisine,Score
312,The Mezze,Food,Bognor,Restaurant,27,meat melts in mouth,A group of us went there & we ordered a few different dishes. The kebabs were absolutely delicious & melted in mouth. One of our grouphad a veggie dish & was very impressed with it. The service was good & we would go back again,3.0,1.0,Other,0
335,"The Lamb, Angmering",Food,Littlehampton,Pub/Bar,252,Still Top Notch,Had lunch here with friends this week and faultless; enthusiastic and confidently able staff;; great menu and they accommodated a couple of variations we requested; interesting wines reasonably priced; busy and a buzz about the place.,4.0,2.0,British,0
123,Mustards,Food,Bognor,Restaurant,12,Who knew heaven could be found in Bognor?,"Our new favourite restaurant ! We stopped at Bognor Regis partly by chance but are now planning to return, just because we enjoyed the food here so much. Nothing past our lips that we didn't think was delicious.
I had scallops, beef wellington and 'down the rabbit hole'. Oh my, I'm salivating now writing this five days later. It was all cooked and presented like the place/chefs should have several michelin stars. My wife had the tuna loin and hake and felt similar to me, and having tasted them both I agree hers was good too. Especially the tuna.

The service was also fab, right from when we wandered in randomly to see if we could book a table for later to when we finished the last delicious wine.

What a wonderful find.",3.0,2.0,Other,0
334,The Roundstone,Food,Littlehampton,Pub/Bar,47,Expect a long wait,Stayed in the premier inn for 5 nights. Gave up eating in here after 3 of them. Ridiculously long wait for food even though the place was pretty empty and sub standard when it did arrive. Alarm bells start ringing when the chef can't even cook a steak and half the dish comes out cold.,4.0,2.0,British,1
1233,Establo Lounge,Food,Littlehampton,Pub/Bar,2,Disappointing,"We visited on New Years Eve hoping there would be something going on. Last year there was live music and it was really good. However this year was a big disappointment there was no party atmosphere even the staff who are usually very friendly and fun were not even trying. One member started blowing out the candles on the tables at 11.30 and clearing up, even though they were supposed to be open till 12.30. Big big disappointment.",1.0,3.0,British,1
215,Moathouse Café,Food,Arundel,Café,382,Nice food in a cosy cafe,"Dropped in for a brunch during a visit to arundel, two of us had the english breakfast which was good, coffee was good quality and the service was friendly and efficient. Dog friendly as well, one of the reasons we tried the cafe. Pleased we did.",1.0,2.0,British,0
447,The Beresford,Food,Bognor,Pub/Bar,29,Very good,"My wife and I went here last weekend and what a good choice. Warm welcome and shown to seats ordered drinks with the attentive staff. I had the fish pie and thoroughly recommend it, quite filling with lots of fish and a lovely sauce. My wife had the scampi, which she enjoyed. Good beers and as a previous reviewer has said, try the Beresford ale, very nice.",2.0,2.0,British,0
1197,Haskins Garden Centre,Food,Littlehampton,Café,120,Two weekend visits,"We visited twice over the same weekend 17th and 18th August as we liked the cafe so much the first time we went back on the Sunday for the carvery. We were early so arrived as they were setting it up but didn't have to wait long. We both had the beef which was deliciously pink and melted in the mouth. There was also pork and gammon available. My husband is fussy with vegetables but there were carrots and peas for him while I had broccoli, cauliflower cheese and butternut squash. There was also some nice looking cabbage but no room for that on my plate. The accompanying Yorkshire pudding was just perfect. All for just under £10! Other hot meals including pies etc looked just as tasty. Judging by a previous comment my tip would be to arrive early for the carvery because it is obviously very popular.",3.0,2.0,British,0
880,Oyster Catcher,Food,Littlehampton,Pub/Bar,124,Meant to be a NYD treat,"The pub itself is really lovely but I’m sorry, the food is not. We appreciated it was NYD but it wasn’t overly busy at 2pm and we had booked. The waitress was friendly although took some time to take the order.
I had mushrooms to start...lukewarm. Hubby had salmon tart.
I ordered well done rump steak which was meant to come with onion rings, chips and salad. The steak was so dry & it was tough. No onion rings. Few beetroot leaves. Lukewarm chips.
Hubby had pie and chips with seasonal veg. Veg was cooked to death.
Needless to say, we didn’t have a pud.
It’s a shame as there was a lovely fire in the grate and a nice atmosphere but they just couldn’t cope with more than a few people.
Won’t return in a hurry!",1.0,2.0,British,1
1208,World's End,Food,Arundel,Pub/Bar,7,Offal in the pie,"Thought this pub was going places after a recent revamp & menu overhaul but really disappointed today with a steak pie containing veiny lumpy fat and gristle.
Avoid the pies as who knows what surprises are hidden within.
I’m a strong believer of ‘using the whole animal’ but this was a step too far.
Nice beer though.",2.0,2.0,British,1
698,Cedar,Food,Arundel,Pub/Bar,5,Anniversary dinner,We were pleasantly surprised; the food was very good! Service excellent and they picked up on the fact it was our Anniversary and surprised us with the desert below! A lovely dinner,3.0,2.0,British,0
189,"The Windmill, Harvester",Food,Littlehampton,Pub/Bar,39,What a difference a week made,"Me and my family visited this harvester on the 2nd of June and the service was brilliant, couldn't fault it. But one week later wow. on the 9th June we Visited again. I had a operation on my mouth and couldn't eat much so i only wanted a few spoon full of my sons yogurt and a sip off his coffee. But i was told i had to pay £3.99 for 2 spoons of yogurt and £2.99 for a sip off coffee. the way the waiter and manger spoke to me i was so embarrassed and felt so upset. A few time before that at different harvesters they let me do it.",2.0,2.0,British,1
1013,World's End,Food,Arundel,Pub/Bar,233,Excellent service and great roast dinners,"Service is excellent and the staff were so friendly and lovely. Nothing is too much of an Ask and constant service with a smile. Helped sort the wobble on our table.

The soup was stringy and pretty poor.

Most the veg was good but the kale served with the roast was so chewy and actually inedible.

The Lamb shank was extremely tender, fell off the bone and was seriously good. Big hearty portions and generous with the gravy and Yorkshire puddings. I added an extra slice of beef as I was hungry and wanted more meat.

Unfortunately they’d run out of cauliflower cheese and pigs in blankets.

I didn’t try any dessert but the ones coming out looked good, I expect they’ll taste pretty good as well.

The decor has that traditional pub feel but it’s been done up really nice outside and the back patio is perfect for a sunny day. Plenty of parking and it’s a nice cosy sociable vibe with plenty of space.

As far as pubs go this is very good and I’d definitely return for food again.

Service 9/10
Value for money 9/10
Food 7/10
Decor 8/10
Atmosphere 8/10

OVERALL 8/10",3.0,2.0,British,0
341,"Crossbush, Beefeater",Food,Arundel,Restaurant,7,"Good food, excellent value",The food is very good here but the service has much room for improvement. There never seems to be enough staff on duty and the wait is sometimes very long.,4.0,1.0,British,0
1048,Navigator,Food,Bognor,Pub/Bar,90,Another great meal,"Back again at the Navigator, but this time for lunch with friends. Always friendly warm welcome and service. We did not have a reservation, but luckily we arrived early and were immediately seated.Great view of the sea, but not very inviting on a below freezing day, even though it was lovely and warm inside. Good selection of bears and wine and nice menu for lunchtime. We had Sea Bass, Chicken Breast, and Fish Pie with a nice vegetable plate. Good food in a separate dinning area with a great Pub atmosphere.",1.0,3.0,British,0
38,Galley Restaurant and Tea Rooms,Food,Littlehampton,Restaurant,398,Just coffees please,We had been walking along the beach promenade and back and called into the Gallery Restaurant & Tea Rooms for a couple of coffees we sat outside and enjoyed our coffee in the sun as the weather was very good as were the coffees. Price reasonable. Near to the toilet facilities and next to the Harbour Park Amusements which was shut on the day we visited. The Restaurant inside has a Navel theme to it navy memorabilia on the walls and ceiling. Only had drinks so can’t comment on food but did look good what other people had. Friendly and helpful staff.,3.0,2.0,British,0
515,"The Windmill, Harvester",Food,Littlehampton,Pub/Bar,20,Poor service ,"We had booked a table and were kept waiting for a good 5 mins before anyone actually acknowledged us. We get seated and about 5 mins a women came over and took our order. We patiently waited as it was busy other people were getting impatient but we weren’t. Our food came out and it was all slapped together not worth the £11.49 that they were charging for the vegan burger. The lady who served us was doing too much at once serving about 15 tables at a time which is ridiculous! We ordered 3 refills which we had one drink then the machine broke down. Once we had finish we asked for
Bill got the wrong table bill took me a further 5 mins to get the woman back to say it was the wrong bill. I gave the lady cash she said she would be back with change I said ok thank you. She actually thought I was gonna let have the £6 tip I don’t leave more than £3 in a top high end restaurant let alone here after this service. I the followed and said about
My change who she replied I thought you didn’t want the change! I’ve given this place a dozen chances everytime I come here there’s always something. I no the feeling of it being busy and I was patient I don’t moan etc but it’s everytime I attend here for
Lunch/dinner.
Disappointing as they have such a good vegan range. :(",2.0,1.0,British,1
25,The Beresford,Food,Bognor,Pub/Bar,1178,Lovely evening carvery,"My wife and I had dinner and drinks here on a Saturday in July 2019. It was comfortably busy, but we were able to secure a table without a reservation.

My wife enjoyed wine; I was a little disappointed with the choice (of just three) cask ales.

The carvery was delicious and served by chef with a smile. Three meats and a huge choice of veg for £10.95. Very nice - we’d definitely go again.",3.0,2.0,British,0
773,The Waverley,Food,Bognor,Pub/Bar,223,Great food and fab host.,"Up from Dartmouth Devon visiting good friends in Cranleigh Surrey for a few days. Popped to Bognor for lunch and ended up here.
So glad we did.
A pint and peruse of the menu. The 2 ladies ordered starters as they have light appetites and us men had the Steak pie. Home made pies, probably the fish cakes and Mackerel Pate too.
Absolutely fab food and presentation.

As I have worked in hospitality managing Golf Club Bar and Restaurants for well over 20 years I give praise when it's due.

Service with a smile from the waitress.

Keep up the good work your a credit to your profession.

Praise to the chef.

Thanks for the coffee Sarah.

Regards Andi",4.0,2.0,British,0
100,Knights Table Steakhouse,Food,Arundel,Restaurant,1,Was bad,"Keanu and holly: was awful food was cold beef was terrible and pork was under cooked all veg was cold would never come back and wouldn’t advise anyone too
Tony: was disgusting",1.0,1.0,British,1
563,KFC Bognor,Food,Bognor,Fast Food/Takeaway,1,Awful oily food,"Tried it few months ago wrote to head office fobbed off. Gave it benefit of doubt again today today.. BIG mistake.
14 piece bucket given 10 legs 4 thighs - absolutely dripping in oil , same as before.
Can only assume they giving breast n best pieces to friends n family not visiting customers. Fontwell superior in every way.
Do not touch Bognor KFC you will regret it.",3.0,3.0,Other,1
10,"The George, Burpham",Food,Arundel,Pub/Bar,8,Lovely location and decor... Shame about the food,"We've eaten here a few times before and found the food acceptable though not great. Sadly, this time it reached a new low. The hummus was pretty innocuous and the pittas dry... and could have done with being toasted at least. The starters are too small... just two scallops in an odd curry sauce for £8.95. The squid consisted on six smallish bits. Our hake choice looked good on the menu but was over-cooked and dry. Both the triple cooked chips and the sweet potato fries were cold. The cheeses had clearly been kept in the fridge and so were characterless... The ice cream was good. Such a pity...",3.0,3.0,British,1
1075,The Diner,Food,Bognor,Restaurant,12,Do yourselves a favour and go to the fish and chip shop opposite!,dined there earlier this week. incredible long wait. food eventually arrived... cold and wrong order. when enquired how much longer we had to wait we were told there was already a 45 minute delay but we should have been told that upon arrival. service was poor and food even worse.. won't be rushing back ....,3.0,2.0,Other,1
725,The Lamb Inn,Food,Bognor,Pub/Bar,41, Evening meal surprise,"This is a 50 seater restaurant and the entrance is through the bar with a small stepdown to the restaurant. there is a side door which a wheelchair could be allowed in .also an extended special menu on black boards in the bar area .the meals was quite large portions and came with season vegetables .they also have extras portions of vegetables at a cost .various Puddings are on a blackboard which is brought to the table. Coffee is fresh and clean tasting .staff are pleasant and not over bearing and asked if food is ok twice . Food is cooked well. the pie was overdone slightly with burn edges .other dishes was cooked well and flavoursome . The puddings are quite good ,triamasu was heavy in texture with chocolate icecream which was full of ice . The other sweets was s t p with vanilla ice cream and chocolate mousse with sauce with candid nuts . Overall a very pleasant experience .worth a visit .but quite buzzy.so it helps to book .",4.0,2.0,British,0
792,Pub & Kitchen,Food,Bognor,Pub/Bar,4,Dissspointed,We went here on the last night of a girls weekend Feb 10. About 10 of us went here. We were there sitting down before 8pm. Overall the food was poor. It was lukewarm. And I had the duck salad starter which didn't taste great. As a group we were dissspointed. Staff are nice though,1.0,3.0,British,1
537,"The Windmill, Harvester",Food,Littlehampton,Pub/Bar,470,Totally incompetent,"After deciding to spend the day at the adjacent Harbour Park, we decided to have lunch here. Fair enough, we hadn't booked, and it was full. This we were told after waiting 10 minutes for anyone to come to us. Advised we could book for an hour later, which we did. However, when we returned, while there was a table for us, we were told there was a wait of at least an hour for food, so our children would have had to have waited 2 hours. If there was a wait for food then, then presumably there was when we went in earlier, but no mention of it, no apology, just a shrug of the shoulders.
So, can't comment on the food or the service if you ever get served. Instead we went back to Harbour Park and had tasty chips in the cafe there, brought within 5 minutes and much cheaper.",3.0,2.0,British,1
806,"Crossbush, Beefeater",Food,Arundel,Restaurant,144,Cannot go wrong ,"Overall this is good honest food served by outstanding servers Megan and Jess were great and really looked after us
We had an extensive selection of food and it was all very good and filling as you would expect from a beefeater
All in all it was very good value and the surroundings probably could do with an upgrade as my seat was a bit threadbare but it’s only cosmetic
We will return again as we find it convenient for families and welcoming
Keep up the first class service team !

",1.0,2.0,British,0
528,"Crossbush, Beefeater",Food,Arundel,Restaurant,2,Disappointed,"We visited Sunday lunchtime and throughly disappointed with the whole experience. We had to find our table as no one available to show us, then we had to wait to be served. The drinks orders were often forgotten and the food was so late in being served. The children’s burger was burnt and the baked beans looked over done in the microwave.
They had run out of roast chicken by 1.30!!! The roast beef was cut into thick chunks, covered in watery gravy and roast potatoes were shocking! Although there were a few of us, the waiting time was ridiculous and the food was definitely not worth the money! Will not be returning!",1.0,1.0,British,1
207,Moathouse Café,Food,Arundel,Café,314,One of many!,"Arundel is a real tourist hotspot. Our granddaughter wanted to go there because it sounds like the place in 'Frozen'!!!!!
Took a break to have a sit down and coffee and teacake. Nice place, good service, but there were so many tea places to choose from!
Only problem was the toilets were upstairs - my poor old knees! THAT'S why we live in a bungalow!
Try the place yourself.",1.0,2.0,British,0
466,Famous City,Food,Littlehampton,Restaurant,20,Hair in food.. not the first timw,"We always order regularly of famous city a family of 6 always order tofu dishes ect as 4 are vegans. First time round there was hair in chow mein rang up and no one wanted to do anything about it so ok. 2nd time round they had served us something which we hadn’t ordered rung up and complained and said food was wrong, felt like an effort even though it was not our fault. The Chinese we ordered a couple of weeks ago we spent near enough £35 and we found 3 different hairs which was imbedded into the rice so it looked like it had fallen in and served up as it was squished all together now we are a family of brown and long hair these were short and light/blonde. No one is light and blonde in my household and out of the 6 plates we found 4 hairs. That was the last time for us. 3 times of chances and everytime been a problem. We now go to somewhere in broadwater Worthing where they do a lovely selection of vegan food and no problems. Sorry to say this as it was a nice Chinese but feels like it’s changed chefs as it’s always wrong now.. we’ll that’s a big orders every other week gone.",3.0,1.0,Asian/Oriental,1
653,Dee Dee's,Food,Arundel,Café,2,So Cool,"I love this place new owners have created something very special in this lovely Village of Findon. The new logo and retro look will certainly keep me coming back and Samantha and Daisy are so friendly. You can really feel the support of the village when you visit. The coffee and cakes are devine and home made. Everything is so fresh, keep up the good work ladies I'll be putting the word out.",3.0,2.0,British,0
603,Haskins Garden Centre,Food,Littlehampton,Café,9,Poor carvery choice,"We visited on Sunday 18th August 2019 at about 1.30 and noticed the choice of meats was down to 2, beef and gammon. This was disappointing as we both really prefer white meat. By the time we had queued for about 15 minutes my wife selected the last of the gammon so the choice was down to one! The service was very slow and at one stage the ""carver "" had to go to the back for more yorkshire puddings and we waited while a tray of around 24 portions were transferred laboriously one by one to the serving area. The beef I had was very pink and a bit fatty and gristly and about half the serving was virtually inedible and hard to chew.I am sorry to say the whole experience was very disappointing and we wished we had not decided to wait in a very slow moving queue for a lack lustre meal. We have been many times before for breakfast, meals and coffees but i think the whole management of the Sunday Carvery needs looking at. To be reduced to a choice of just beef by about 1.40 is very poor. In an attempt to have better cooked meat the lady in front of me asked for a cut from the other end but it was still very,very pink.",3.0,2.0,British,1
519,Magna Tandoori,Food,Bognor,Restaurant,9,Disappointing !!! If I could rate as zero I would,"Have been to this restaurant several times in the past but tonight’s meal was very disappointing.
Took ages to take our order.... seemed to serve 4 other tables that came in after us.

Starter was ok but our main meal was discusting !!!
We shared a lamb rogan between us with a naan bread

The lamb was tough with no taste whatsoever,the tomatoes hadn’t been cooked at all (raw) and the sauce just tasted peppery

Complained to the waiter that cleared our plates that we weren’t impressed and he just said sorry will tell the chef !!!

Presume it was the boss that came to take our payment and he seemed to find it funny that we weren’t happy

Weren’t offered any discount or a free coffee or even an apology

Certainly won’t be returning here or recommending this place to anyone!!!!",2.0,2.0,Asian/Oriental,1
442,Black Horse,Food,Arundel,Pub/Bar,118,Dinner on 1 August 2019,"Five of us had a splendid dinner at the efficient and welcoming Black Horse on the Thursday of Glorious Goodwood week. Plenty of thirsty and, occasionally, boisterous racegoers were catered for with professional aplomb. We enjoyed drinks on the back terrace before eating - splendid views over a pretty golf course. The food was excellent pub fare and the drinks offerings, beer and wine, were good.

A comfortable pub/restaurant and well worth a visit.",3.0,2.0,British,0
1269,Raj Doot,Food,Littlehampton,Restaurant,13,So slow,Finally given the curry an hour later than advised at the time of ordering. Food was OK but the kids were too tired to enjoy it. Will try elsewhere in future.,1.0,2.0,Asian/Oriental,1
1015,Cedar,Food,Arundel,Pub/Bar,1,Family meal,We used this restaurant for an 80th birthday meal and were given a quiet corner as requested. All dietary requirements were handled with a minimum of fuss. We were well looked after by Gonçalo and Connor who were attentive but not intrusive. The portion sizes are good but not huge and very well presented with a varied menu selection to chose from. The restaurant is full of character being set in a former school in a listed building and part of the Hilton Avisford Park Hotel. Quirky touches such as the bill being presented in an old book add to the charm. We would definitely eat here again.,4.0,2.0,British,0
650,The Roundstone,Food,Littlehampton,Pub/Bar,7,Not to be repeated experience,"Friends local to Roundstone received coupons through their letterbox and invited us to try this restaurant for lunch. We ordered their specials which included fish and chips, 6oz ranch steak, gammon steak and paprika chicken and drinks. The only meal that did not have a negative comment was the gammon steak. The rest left a lot to be desired.",1.0,2.0,British,1
420,The Roundstone,Food,Littlehampton,Pub/Bar,6,Disappointing,Worst fish and chips ever. Fish was totally dry and over cooked. Will not be returning. Would have expected more from a Premier Inn,2.0,2.0,British,1
290,Oyster Catcher,Food,Littlehampton,Pub/Bar,67,"Lovely waitress, Shane about the food",Called in here for supper and was so disappointed with the food. Had the chicken pie that was so dry and all the vegetables were so over cooked you could bend the carrots in half. Shame as the menu looked quite nice. The waitress was lovely but rushed off her feet as it got busier.,1.0,1.0,British,1
959,Fish & Chips,Food,Bognor,Fast Food/Takeaway,50,Is one star as low as one can go?,"This place is a disgrace.

If I’d have read the reviews before venturing I wouldn’t have paid a visit.

The toilets were absolutely disgusting, the cleanliness left a lot to be desired.

Upon our arrival I asked if credit cards were accepted, and we were told “no problem”

However when it came to paying the bill I was told that today was the day that they couldn’t accept a credit or debit card, and being without any cash was despatched to a cash machine about 5 minutes away.

No apology was offered. Clearly the staff don’t find it necessary to communicate between each other,

The food was ok, not special, but edible.

Not somewhere that I’d recommend, and we certainly won’t be going there again.",2.0,2.0,British,1
694,Aviator,Food,Bognor,Pub/Bar,6,Worst fish and chips.,"Last night of our holiday we thought we would have fish and chips on the seafront at bognor. We were the only couple in the restaurant. The pub was very quiet. We ordered our meal. We were kept waiting, but thought at least our food would be cooked fresh. How wrong can you be! The batter on the fish was overcooked and hard, and chips were overcooked as well. The person who took our order asked if everything ok and I said the batter was very hard. The waitress came over at the end and asked, I said again it was all hard and overcooked and I left most of it. Unfortunately you pay for your meals before you get them or I would have just sent meal back and not paid.",3.0,2.0,British,1
984,Magna Tandoori,Food,Bognor,Restaurant,7,Disappointing - dreadful service,"I have used this restaurant for the past nine years on weekend visits to Bognor but for the last time. Last night the service was awful, we waited 20 minutes before anyone came near us and nearly 1.1/2 hours for our order with no apology or explanation by which time hunger had almost passed. The food when it came was ok and when the bill came I was going to argue some money off but decided to just pay up and I will not be using that restaurant again. My guests live in Bognor Regis and they are regular users and they will not be using the restaurant again either. Our preferred restaurant will be The Cardoman Bay in future. There was not a single apology or excuse, the people on the next table had been waiting longer than us. I think they were prioritising take away orders. I see that I am not the only one to complain about the poor service

Michael Wilkinson",3.0,2.0,Asian/Oriental,1
744,"The Windmill, Harvester",Food,Littlehampton,Pub/Bar,3,Still not great,"Revisited after a bad meal last year , though I’d try it again , food was ok but not brilliant , the salad bar was virtually empty and wasn’t restocked for a while . Sadly I think this is our last visit , shame",1.0,1.0,British,1
401,Domino's Pizza,Food,Littlehampton,Fast Food/Takeaway,168,Poor Customer Service & Liars ,"I pre-ordered via the Domino’s app 1hour15 minutes before delivery time. All was in order, the app displayed the pizza was in the oven and then out for delivery. I tracked the order, the driver was supposed to be outside. I went outside, no delivery driver. I waited ten minutes, checked the app again “your pizza has arrived / enjoy your food”. I called the branch. ‘The driver is in reception waiting for you, he’s tried to call but there’s been no answer’. I explained that my phone hadn’t rung, nor was I staying in a hotel with a reception. I was however in a holiday cottage and the address came up on the app when I put in the postcode. The store said they’d have our order with me shortly. I said that I didn’t want the order that had already been sent as it’d be stone cold. Good enough the store said they would cook fresh and re-send. An hour on from my preferred delivery time I called the branch again and spoke to someone else this time. The guy said the order was on its way. How long I asked as I had already been waiting almost an hour on from the original delivery time. The response was vague. I asked if they would take some money off our order due to the mess around. The guy on the phone put me on hold to check with his manager. After a VERY short wait, I was told no, because the driver tried to call me and there was no answer, they’d be no discount. The so called attempt to contact me was a blatant lie. My phone had a signal and maintained such for the two occasions I spoke to the branch. The order arrived a few minutes after the call. I was keen to send it back without payment, my husband however, decided to accept it and pay for it, with a tip! The driver that brought the redelivery said his colleague messed up, went to the wrong address and he knew our location as he’d delivered there before. The food was barely hot, thankfully I had the oven ticking over for an hour (just in case) so warmed it to an edible temperature.

I would also like to add that the branch was just over two miles away so it wasn’t as if we were in the back of beyond. Appalling customer service. I wouldn’t order from here again if you paid ME.

Thankfully my local branch of Domino’s is super reliable. Littlehampton could learn a thing or two from them and from your competitor; Pizza Hut for that matter, even they have a Speed Guarantee.
",1.0,2.0,Italian/Pizza,1
1322,LG Café,Food,Arundel,Café,10,Disgusted ,"Disappointed from the start. Was greeted by a member of staff who straight away asked if we had booked when we replied no he then said oh I will have to see if we have a free table, there was only 1 couple in the whole place! When looking at the amazing cakes we were then told that most of the cakes were not suitable for children! We managed to find something. When the food arrived the icing on the cakes was rock solid. The bread on the crochet monsieur was stale. When we mentioned the icing was solid the reply was that's what French icing is like! I've been to French it's not like that. Never again will we go there.",3.0,2.0,British,1
760,Knights Table Steakhouse,Food,Arundel,Restaurant,2,Amazing service and excellent roast dinner. ,"This place is an absolute find. We went in on the off chance on a Sunday afternoon and we were welcomed by very friendly waitresses. We were shown to a table in the gorgeous garden. The roast dinner was delicious, and we were even given some scraps for our doggy. Would recommend to anyone! Don’t hesitate to visit.",3.0,2.0,British,0
1097,Motte & Bailey,Food,Arundel,Café,1316,Nice For A Quiet Breakfast,"I stopped by Motte and Bailey for a quick bite to eat and a coffee having arrived in the area rather early for a business meeting. Situated half way up the hill on the high street it is easy to find and a joy once you have. Warmly welcomed and quickly sat down, a couple of minutes later I had a large coffee to get me started before my breakfast arrived.

The food, service and venue was all great. Would definitely stop by again in future when on business.",4.0,2.0,Other,0
747,Osca's,Food,Littlehampton,Restaurant,10,Long wait ,"Very very very long wait defidently if just order chips, even if you do order fish he takes an while and doesn't look tising won't be going eating here again, curry sauce taisted plain

Sorry but if you tell your guest how long there food might take their might mind anther thing curry sauce needs an little bit of flavour",3.0,1.0,British,1
571,Ristorante Al Mare,Food,Littlehampton,Restaurant,16,Local Restaurant,"Lovely family meal. Always a pleasure, extremely friendly service. Well worth a visit, Family run business, only criticism would be when ordering say a lasagne it would be nice to have it served with a salad!",1.0,2.0,Italian/Pizza,0
638,Star Fish Kingdom,Food,Bognor,Fast Food/Takeaway,3,Stephens,"Good Chips poor fisf not fresh frozen and full of fat not enjoyed at all the fish was the triangled shape type you buy in bulk not nice ,not what you expect at the sea side",3.0,2.0,British,1
890,Black Rabbit,Food,Arundel,Pub/Bar,1,Erm No!,"We were supremely dissapointed by our visit here today. I have been to The Black Rabbit on numerous occasions over the last 40 years but today it plumbed the depths of indifference and arrogance. This place thrives on its location which is fabulous. However the approach now is to rip you off. The food is ""ok"" at best. There are many places with far better steak and ale pie nearby! However the drinks are monstrously overpriced. A MEDIUM glass of house wine for £6.65?! Between us we also had three and a half pints of beer and each was served with at least 1 inch of ""head"". That probably accounted for at least a half pint of fresh air! I do not intend to return any time soon!",1.0,2.0,British,1
872,Mustards,Food,Bognor,Restaurant,34,At last Bognor has a decent restaurant!,"Great food, innovatively prepared and served by friendly, knowledgeable staff. Good portion sizes -not overwhelming, and reasonable prices. Nice bright ambience in the restaurant. Quite noisy when full and buzzing at lunchtime. Less comfortable in the bar/coffee area but still pleasant for a drink and a chat.
Suggestions: Increase the font size on the menu in the window and sort out the tricky front door!",1.0,1.0,Other,0
331,Parsons Table,Food,Arundel,Restaurant,105,"First class meal, relaxed atmosphere","This is a really excellent restaurant where the focus is rightly on the quality of the food not the fussiness of the dining room or anything else. Friendly, approachable and attentive waiting staff. Each and every dish we had was expertly executed, with interesting flavours that went perfectly together. A large specials list complemented the a la carte options. All very seasonal and much was local.

Not cheap, especially not the wine choices, and note that this place is not going to provide you with huge portions (especially the starters), but we left perfectly full after two courses.

Strong recommend.",3.0,2.0,Other,0
634,McDonald's,Food,Bognor,Fast Food/Takeaway,8,Bad language,I don’t appreciate coming to McDonald’s with my children on Friday evening 4th October and two colleagues (females with glasses and a black high bun each) talking to each other and one of them says “for f@£k sake” in front of my 9 and 6 year old. NOT IMPRESSED. Thought this restaurant was meant to be family friendly!!,4.0,3.0,British,1
940,The Lamb Inn,Food,Bognor,Pub/Bar,9,Awful sunday roast & rude owner,"Was visiting my cousin for the weekend so before heading home decided to have lunch so booked the lamb. We were first in restaurant at 12.30 so order taken promptly by lovely girl. On a sunday its a 3 course set menu for £19.50pp. For starters we ordered the fried brie & chicken lollipops. Received within 10 mins. The lollipops were the 2 popcorn sized bites on a bone in breadcrumbs-well overcooked & 2 bites. For mains we ordered roast beef & lamb. The roast potatoes were rock hard you couldnt even cut with knife, the yorkie burnt & the veg had a funny taste & well over cooked. The beef was so fatty, grisly & you couldnt even cut through it so my cousin couldnt eat it so we told the waitress. She apologised & took our plates away, she offered us another dinner but we declined. We were then greeted by the owner who came up to our table placing his hands on it & in an agressive manner said ""i believe you have a problem with your food"". He was unprofessional, rude and basically said there was nothing wrong with potatoes they were crispy, (they were like rocks) the yorkie is how they come (burnt?) & he & the wife checked our plates & nothing wrong. (Would love to see them eat it) My cousin said sorry we beg to differ as she couldnt eat it & his responce was ""ive taken 10% off your bill"" & just walked away!!!! A true professional manager should have apologised,listened to his customers with empathy & should have not of charged us for 1 of the meals as not eaten-a measly £3.20 off total bill & the rudeness was unbelievable. We simply paid & left without desert & £40 down for poor inedible food & bad customer service. Can see a regular trait of this owner reading other reviews-wish we had done our homework before booking. Will never be going back to this pub again sadly & will not be recommending.",1.0,2.0,British,1
758,LG Café,Food,Arundel,Café,14,Dissappo,"Made a special outing to Arundel purely to visit Le Goûter and travelled 45 minutes to get there following a recommendation.
The ‘garden’ was a small terrace between two buildings and only had 4 tables. Vegetables and herbs were being grown in pots which was lovely to see.
I ordered an almond croissant and was given a flat round ‘patty’. It was not flakey in any way and rather sought. What surprised me the most was chocolate on the middle!
The total bill for two coffees and a croissant came to over £8.
I will not be back and will not recommend this café.",3.0,2.0,British,1
786,Butlers,Food,Arundel,Restaurant,18,What a find,"We popped in on the off chance that we could get a table and we were so lucky they managed to squeeze us in. Friendly and helpful staff, beautiful decor and amazing food. We'll definitely be back.",4.0,2.0,Other,0
553,KFC Bognor,Food,Bognor,Fast Food/Takeaway,1,Diabolical standards in restaurants and toilets. Shameful,"Visited this KFC on 13 July, late afternoon. I went to the Gents toilets which filthy to the extreme. The restaurant was dirty, the staff were complacent and when the food eventually arrived, which my wife had already paid for, we sat down and decided it was so disgusting, we walked out leaving the food behind.
Who is giving it, the hygiene rating? Is it the council? Where are the KFC management?
DJR",3.0,3.0,Other,1
604,"The Windmill, Harvester",Food,Littlehampton,Pub/Bar,6,Well Done Sunday Lunch,"The restaurant was really busy but they found us a table and we ordered very quickly. Excellent service but the meal was disappointing. I ordered the half roast chicken Sunday lunch with all the trimmings. I received two chicken legs, roast potatoes that were so solid I couldn’t cut them. I told the server to be told that the two legs were half a chicken and what do I expect when I order a supermarket chicken...

Still the salad and service was excellent.",2.0,2.0,British,1
1155,Vicky's Café,Food,Littlehampton,Café,4,Not even Bog Standard ,"Unpleasant welcoming, sticky/uncleaned tables and microwave heated food. Nothing to say “please order at the till” so it’s expected you can read minds. Soggy bacon and dry toast. Would not recommend.

",2.0,3.0,British,1
