,OrigInd,Town,Rating,Sentence,cleaned,noun_phrases,nouns,Topic
1468,1026,Littlehampton,2,"Dirty Prestige caravan, our fears realised We haven't stayed at a Haven site for many years but have happy memories of the fun our own and friends children had at the Combe Haven and Lower Hyde parks (the latter no longer a Haven park)
Unfortunately these visits were often spoilt for the adults of our groups by poor cleaning standards. It’s not right but 'you' come to expect to carry out a certain level of cleaning yourself. I see other reviewers have a similar opinion. A sad situation for customers to endure for the sake of providing an enjoyable family holiday for the younger members.
Our recent visit, the first for many years to a Haven site was to Church Farm Pagham where our worst fears were realised. We booked in July, too late to hire a newer model unlike the friends we planned to meet who had managed to do so.
A newer caravan was something that had become a must for us many years ago just in order to stand a better chance of a nicer, cleaner caravan, so we were optimistic but apprehensive.
Initial impressions of the site were good although we did not stay long enough to see exactly how good the facilities were.
We'd hired a Prestige with decking, and were able to book in early at about 1300 which was a plus.
First impression of the outside of the caravan wasn't great especially as the steps to the decking looked like they had become partly detached, this remained to be seen but in the end events negated the need to confirm this.
As the fridge-freezer is close to the side door it was the first item checked and to our surprise it was very clean, from there on it went steeply downhill.
Dirty or sticky cup marks on coffee table, (not burns that couldn’t have been wiped off). Food remnants on work-tops, cutlery / crockery drainer and washing-up bowl.
Kitchen cabinet door handles sticky and greasy. Edging missing from work-top . Floors not properly swept or vacuumed. Crumbs under stained, drab, dowdy soft furnishings that we certainly didn't relish sitting or laying on. The table and chairs ; you could get better and cleaner from your local charity / second hand shop.
Bottom of net curtains in all rooms appeared stained (brownish) from condensation possibly.
Our fears realised ; and any optimism gone I phoned the site office to ask if there were any chance of an up-grade (at our expense) possibly to a newer model. Unfortunately nothing was available and the only solution that could be offered was a cleaning team to clean again.
In our view it would have taken many hours to bring the caravan up to an acceptable standard so this was not a viable option. (Ideally it also needed an upholsterer and a carpet fitter) . We realised we had no choice but return home…….120 miles , so not a decision made lightly especially as our friends would be expecting us later that day.
The staff were polite and apologetic but this doesn't alter the fact that they were unable to provide a suitable solution especially when there were only two of us.
We were told we would get a full refund but this would take up to seven days.
Not having the greatest confidence in Haven I waited a day to check what progress had been made with the refund. In short nothing had been done. Again staff were polite and apologetic and I’m told this is now in hand: I shall have to see what happens next.
It's obviously more cost effective to loose a customer and give a refund than put the problem right. Putting the problem right may involve paying more for better cleaners, giving them more time, supervising them effectively, replacing old or worn items of furniture curtains cushions etc. etc. so I guess nothing will change.
I have scored 2 of 5 only because the site seemed ok. The caravan itself didn't really justify a 1.
Read less",dirty prestige caravan fear realised not stayed site many year happy memory fun friend child come lower hyde park latter longer park unfortunately visit often spoilt adult group poor cleaning standard,happy memory fun friend child,"['memory', 'fun', 'child']",FamilyExp
1471,1026,Littlehampton,2,"Dirty Prestige caravan, our fears realised We haven't stayed at a Haven site for many years but have happy memories of the fun our own and friends children had at the Combe Haven and Lower Hyde parks (the latter no longer a Haven park)
Unfortunately these visits were often spoilt for the adults of our groups by poor cleaning standards. It’s not right but 'you' come to expect to carry out a certain level of cleaning yourself. I see other reviewers have a similar opinion. A sad situation for customers to endure for the sake of providing an enjoyable family holiday for the younger members.
Our recent visit, the first for many years to a Haven site was to Church Farm Pagham where our worst fears were realised. We booked in July, too late to hire a newer model unlike the friends we planned to meet who had managed to do so.
A newer caravan was something that had become a must for us many years ago just in order to stand a better chance of a nicer, cleaner caravan, so we were optimistic but apprehensive.
Initial impressions of the site were good although we did not stay long enough to see exactly how good the facilities were.
We'd hired a Prestige with decking, and were able to book in early at about 1300 which was a plus.
First impression of the outside of the caravan wasn't great especially as the steps to the decking looked like they had become partly detached, this remained to be seen but in the end events negated the need to confirm this.
As the fridge-freezer is close to the side door it was the first item checked and to our surprise it was very clean, from there on it went steeply downhill.
Dirty or sticky cup marks on coffee table, (not burns that couldn’t have been wiped off). Food remnants on work-tops, cutlery / crockery drainer and washing-up bowl.
Kitchen cabinet door handles sticky and greasy. Edging missing from work-top . Floors not properly swept or vacuumed. Crumbs under stained, drab, dowdy soft furnishings that we certainly didn't relish sitting or laying on. The table and chairs ; you could get better and cleaner from your local charity / second hand shop.
Bottom of net curtains in all rooms appeared stained (brownish) from condensation possibly.
Our fears realised ; and any optimism gone I phoned the site office to ask if there were any chance of an up-grade (at our expense) possibly to a newer model. Unfortunately nothing was available and the only solution that could be offered was a cleaning team to clean again.
In our view it would have taken many hours to bring the caravan up to an acceptable standard so this was not a viable option. (Ideally it also needed an upholsterer and a carpet fitter) . We realised we had no choice but return home…….120 miles , so not a decision made lightly especially as our friends would be expecting us later that day.
The staff were polite and apologetic but this doesn't alter the fact that they were unable to provide a suitable solution especially when there were only two of us.
We were told we would get a full refund but this would take up to seven days.
Not having the greatest confidence in Haven I waited a day to check what progress had been made with the refund. In short nothing had been done. Again staff were polite and apologetic and I’m told this is now in hand: I shall have to see what happens next.
It's obviously more cost effective to loose a customer and give a refund than put the problem right. Putting the problem right may involve paying more for better cleaners, giving them more time, supervising them effectively, replacing old or worn items of furniture curtains cushions etc. etc. so I guess nothing will change.
I have scored 2 of 5 only because the site seemed ok. The caravan itself didn't really justify a 1.
Read less",dirty sticky cup mark coffee table not burn could not wiped,dirty sticky cup mark coffee table,"['dirty', 'cup', 'mark', 'coffee', 'table']",RoomFac
1474,1027,Littlehampton,4,"Accommodation Perfect When booking a caravan at this site, i had no idea which one to go for as iv never stayed at any Haven site before. Middle of August, everything was overpriced so my only option was to take a standard caravan. Im glad to report it was 90% perfect!

Upon entering reception to check in, i was offered for an additional £60 the opportunity to upgrade to a deluxe caravan. Although the offer sounded tempting, after already paying so much i wasnt interested in paying anymore. At that stage i wasnt sure if i had made a mistake but upon entering the caravan i was super surprised. Our Caravan felt modernish and wasnt ugly at all. No old applicances or furniture. It all looked up to date and good.

When we came in i had brought cleaning supplies after reading they may be necessary, but all linen on beds was clean and fresh, the toilets had a just been cleaned sealed with wrapper on it and overall it didnt feel dirty at all which was my biggest worry! If i was going to knit pik, the area round the toaster did have some small crumbs, but i could see hownit was missed on a busy textured counter. I was happpy i didnt upgrade at reception.The caravan came equipped with all pots and pans but the reason we came to haven was because it gave us tbe ability to cook. As a kosher keeping family we brought all our own pots with us, but there was space to store it all thankfully. We just about managed with the undercounter fridge, and ths freezer was just a tiny part of it but thankfully we only came for 4 nights so it wasn't a problem.

We ordered a 2 bed caravan but were given a 3 bed caravan. We were 2 adults and a 4 year old so we had 3 spare beds which csme in great use as the bedrooms are tiny! Had we not had the extra bedroom im not sure where we would have put our cases as it the extra room became our much needed dressing room. I did wonder however if they would have given us a 2 bedroom like we ordered would the bedrooms have been bigger but i will never know.

The reason i couldnt give it 100 % was because the shows in the evening didnt interest me at all, and although they did offer a good few options for my 4 year old, there wasnt enough. We were happy to do our own thing though.The beach is a 4 mins drive away/15 minute walk. Very quiet and nice but no life guard.

Overall we were happy, there isnt really anything to go back to Church Farm for but we would definitely be trying a different haven site again!
Read less",going knit pick area round toaster small crumb could see howit missed busy textured counter,area round toaster,"['area', 'round', 'toaster']",Location
1475,1027,Littlehampton,4,"Accommodation Perfect When booking a caravan at this site, i had no idea which one to go for as iv never stayed at any Haven site before. Middle of August, everything was overpriced so my only option was to take a standard caravan. Im glad to report it was 90% perfect!

Upon entering reception to check in, i was offered for an additional £60 the opportunity to upgrade to a deluxe caravan. Although the offer sounded tempting, after already paying so much i wasnt interested in paying anymore. At that stage i wasnt sure if i had made a mistake but upon entering the caravan i was super surprised. Our Caravan felt modernish and wasnt ugly at all. No old applicances or furniture. It all looked up to date and good.

When we came in i had brought cleaning supplies after reading they may be necessary, but all linen on beds was clean and fresh, the toilets had a just been cleaned sealed with wrapper on it and overall it didnt feel dirty at all which was my biggest worry! If i was going to knit pik, the area round the toaster did have some small crumbs, but i could see hownit was missed on a busy textured counter. I was happpy i didnt upgrade at reception.The caravan came equipped with all pots and pans but the reason we came to haven was because it gave us tbe ability to cook. As a kosher keeping family we brought all our own pots with us, but there was space to store it all thankfully. We just about managed with the undercounter fridge, and ths freezer was just a tiny part of it but thankfully we only came for 4 nights so it wasn't a problem.

We ordered a 2 bed caravan but were given a 3 bed caravan. We were 2 adults and a 4 year old so we had 3 spare beds which csme in great use as the bedrooms are tiny! Had we not had the extra bedroom im not sure where we would have put our cases as it the extra room became our much needed dressing room. I did wonder however if they would have given us a 2 bedroom like we ordered would the bedrooms have been bigger but i will never know.

The reason i couldnt give it 100 % was because the shows in the evening didnt interest me at all, and although they did offer a good few options for my 4 year old, there wasnt enough. We were happy to do our own thing though.The beach is a 4 mins drive away/15 minute walk. Very quiet and nice but no life guard.

Overall we were happy, there isnt really anything to go back to Church Farm for but we would definitely be trying a different haven site again!
Read less",happy not upgrade reception.the caravan came equipped pot pan reason came gave u tbe ability cook,pot pan reason,"['pot', 'pan', 'reason']",RoomFac
1480,1034,Littlehampton,5,"Our fifth stay We are not the types to go back to places we have already stayed at, but we have fallen in love with this place as it offers peace and fun if we want it. Accommodation is always first class and very clean in whichever one we stayed in. The staff are almost too friendly! Plenty of activities, but for us its the surrounding area with a nature reserve next door and a wonderful walk to the beach. The camp is set alone and not part of a big resort, but local pubs and restaurants are close, as are take away foods. Try this camp if you like peace
Read less",plenty activity u surrounding area nature reserve next door wonderful walk beach,plenty activity u,"['plenty', 'activity', 'u']",Entertainment&Activities
1481,1034,Littlehampton,5,"Our fifth stay We are not the types to go back to places we have already stayed at, but we have fallen in love with this place as it offers peace and fun if we want it. Accommodation is always first class and very clean in whichever one we stayed in. The staff are almost too friendly! Plenty of activities, but for us its the surrounding area with a nature reserve next door and a wonderful walk to the beach. The camp is set alone and not part of a big resort, but local pubs and restaurants are close, as are take away foods. Try this camp if you like peace
Read less",plenty activity u surrounding area nature reserve next door wonderful walk beach,area nature reserve,"['area', 'nature', 'reserve']",Room
1482,1034,Littlehampton,5,"Our fifth stay We are not the types to go back to places we have already stayed at, but we have fallen in love with this place as it offers peace and fun if we want it. Accommodation is always first class and very clean in whichever one we stayed in. The staff are almost too friendly! Plenty of activities, but for us its the surrounding area with a nature reserve next door and a wonderful walk to the beach. The camp is set alone and not part of a big resort, but local pubs and restaurants are close, as are take away foods. Try this camp if you like peace
Read less",camp set alone not part big resort local pub restaurant close take away food,big resort local pub restaurant,"['resort', 'pub', 'restaurant']",MealExp
1483,1036,Littlehampton,4,"Nice park, plenty to do We stayed here for 4 nights in August in a private caravan.

We had to purchase entertainment passes separately an they're not cheap but we made good use of them. We also purchased an activity bundle and booked a selection of free and paid activities and our girls enjoyed them all.

There was a guy based at the ranger station who really put a lot of effort into making the activities there a lot of fun.

Our caravan was a front row one located on Lagoon Drive, an advantage of private is you know where you are going to be and we also want a nice view and away from main paths to the entertainment, this area is definitely the nicest part of the park.

The clubhouse was a good size but filled up quickly and seats towards the back are not comfortable for staying all night.

The entertainment team were pretty good. There is just one indoor pool (with a baby section)....no activity pool like some others so paid for boat activities are evening only. Outdoor pool was good but the sun beds really are crammed in. Indoor pool has a water slide which is a good extra. Changing areas were ok in terms of space and cleanliness.

Playpark there is pretty good and there are some more sunbeds in that area which is nice. The pizzas available from outside the Mash & Barrel were really nice. Arcade was as you would expect, bit manic, not for everyone, the workers in there were attentive and helpful.

Onsite shop is the usual, reasonable selection of stuff and convenience pricing.

The pedal cars you can hire are a bit pricey but worth doing, we had great fun and they were some days nearly sold out for a lot of the day so very popular.

Haven provided recycling facilities as well as waste bins around the park which is a good extra.
Read less",purchase entertainment pass separately not cheap made good use,purchase entertainment pass,"['purchase', 'entertainment', 'pass']",Entertainment&Activities
1484,1036,Littlehampton,4,"Nice park, plenty to do We stayed here for 4 nights in August in a private caravan.

We had to purchase entertainment passes separately an they're not cheap but we made good use of them. We also purchased an activity bundle and booked a selection of free and paid activities and our girls enjoyed them all.

There was a guy based at the ranger station who really put a lot of effort into making the activities there a lot of fun.

Our caravan was a front row one located on Lagoon Drive, an advantage of private is you know where you are going to be and we also want a nice view and away from main paths to the entertainment, this area is definitely the nicest part of the park.

The clubhouse was a good size but filled up quickly and seats towards the back are not comfortable for staying all night.

The entertainment team were pretty good. There is just one indoor pool (with a baby section)....no activity pool like some others so paid for boat activities are evening only. Outdoor pool was good but the sun beds really are crammed in. Indoor pool has a water slide which is a good extra. Changing areas were ok in terms of space and cleanliness.

Playpark there is pretty good and there are some more sunbeds in that area which is nice. The pizzas available from outside the Mash & Barrel were really nice. Arcade was as you would expect, bit manic, not for everyone, the workers in there were attentive and helpful.

Onsite shop is the usual, reasonable selection of stuff and convenience pricing.

The pedal cars you can hire are a bit pricey but worth doing, we had great fun and they were some days nearly sold out for a lot of the day so very popular.

Haven provided recycling facilities as well as waste bins around the park which is a good extra.
Read less",caravan front row one located lagoon drive advantage private know going also want nice view away main path entertainment area definitely nicest part park,caravan front row,"['caravan', 'front', 'row']",Parking&Fac
1485,1036,Littlehampton,4,"Nice park, plenty to do We stayed here for 4 nights in August in a private caravan.

We had to purchase entertainment passes separately an they're not cheap but we made good use of them. We also purchased an activity bundle and booked a selection of free and paid activities and our girls enjoyed them all.

There was a guy based at the ranger station who really put a lot of effort into making the activities there a lot of fun.

Our caravan was a front row one located on Lagoon Drive, an advantage of private is you know where you are going to be and we also want a nice view and away from main paths to the entertainment, this area is definitely the nicest part of the park.

The clubhouse was a good size but filled up quickly and seats towards the back are not comfortable for staying all night.

The entertainment team were pretty good. There is just one indoor pool (with a baby section)....no activity pool like some others so paid for boat activities are evening only. Outdoor pool was good but the sun beds really are crammed in. Indoor pool has a water slide which is a good extra. Changing areas were ok in terms of space and cleanliness.

Playpark there is pretty good and there are some more sunbeds in that area which is nice. The pizzas available from outside the Mash & Barrel were really nice. Arcade was as you would expect, bit manic, not for everyone, the workers in there were attentive and helpful.

Onsite shop is the usual, reasonable selection of stuff and convenience pricing.

The pedal cars you can hire are a bit pricey but worth doing, we had great fun and they were some days nearly sold out for a lot of the day so very popular.

Haven provided recycling facilities as well as waste bins around the park which is a good extra.
Read less",caravan front row one located lagoon drive advantage private know going also want nice view away main path entertainment area definitely nicest part park,lagoon drive advantage,"['lagoon', 'drive', 'advantage']",Parking&Fac
1493,1046,Littlehampton,2,"Disappointed - massive change in a year Just come back from a week at a privately rented caravan. The caravan, the grounds and the majority of the staff are great and have kept a similar standard every year we have been there. However the clubhouse, restaurant have really gone down hill. The games room had no air con all week, the machines kept braking. The guys working in games area were really helpful but having used some of the machines for the last few years the difference was really quite noticeable. The restaurant, what’s happened. Price has gone up and the quality gone down. Food looks like it just thrown on the plate. Kids food supposed to come with veg, the only one that did came with raw, dried up carrot swirls that were all dried out!! Having eaten in the restaurant most nights for the last 3 years, we only went twice and said we wouldn’t go again. Salmon salad was like old bits of lettuce that should have been thrown out. Stir fry was over cooked, sloppy and tasted horrid. Chicken burger came with a small handful of thrown on chips, rest of the plate was empty. I understand it isn’t a 5* restaurant but having had some nice food and service from that restaurant before it was more noticeable. Every drink we ordered came in dirty glasses, we were told it was just water marks but they were grim with lipstick marks, old bits of dried lemon!! Tried to get a slush on three occasions, each time the machine wasn’t working. It’s a shame as the clubhouse as always been good value for money but this time it was awful.
Read less",game room air con week machine kept braking,con week machine,"['con', 'week', 'machine']",RoomFac
1499,1048,Littlehampton,4,"Fun filled family holiday  We got home yesterday from a Monday to Friday stay after a weekend in Butlins - which is only down the road.
Arrived to somebody complaining at reception which meant the reception staff were distracted and I didn’t get much of a ‘warm’ welcome. But I did get an apology which was nice.
We had a deluxe 2 bedroom caravan which was brilliantly located in church meadows but had a horrible smell to it and wasn’t clean inside. We brought febreeze, anti bac wipes and bleach spray and had a good clean ourselves which made it better. We really needed to wash the sheets and hoover everywhere too, but this wasn’t possible or practicable.
The evening entertainment is absolutely brilliant and we loved it! This was probably the highlight of our holiday.
We brought our 2 year old a little ‘anxious the elephant’ teddy and somebody took it from her whilst on the dance floor. I told a couple of the entertainment team and they were so understanding and told me to speak to security because sometimes the parents of the children who take these toys, do the right thing and make their children hand them back. This didn’t happen in our case!
But, about 10 mins later, one of the entertainment team that I had spoken to, came towards me with a little replacement! She said she had spoken to the entertainment manager and he said it was ok for her to replace it, in case we didn’t find the one we had lost. It was the loveliest thing anyone has ever done! It made our holiday! This gesture alone would make me come back.
I’m sure the girls name was Emily! I really hope somebody reads this and passes on our gratitude to her! She deserves extra special praise for doing something so kind and for making our holiday so special.
The entertainment team in general are some of the best we have come across, and so friendly.
In fact, all of the staff at Church Farm are really friendly and nice.
The outdoor pool is heated and so fun!
The park is lovely and the outdoor seating is great, with loads of sun loungers and comfortable chairs and tables on the terrace.
If our caravan had of been clean and didn’t have the horrible smell our stay literally would have been perfect! I hope we were just unlucky with this.
We look forward to returning and we are already planning our trips for next year!
Thank you Emily!! (I really hope that’s her name - she’s the one with the lovely red hair!) You made our holiday so special!! Please pass this onto her!
Read less",told couple entertainment team understanding told speak security sometimes parent child take toy right thing make child hand back,couple entertainment team understanding,"['couple', 'entertainment', 'team', 'understanding']",Entertainment&Activities
1512,1055,Littlehampton,4,"Great stay at Church Farm - lovely park, friendly staff! We have just returned from a lovely 2 week stay at Church Farm. This was our fourth visit to a Haven park and we really enjoyed it. Church Farm is not as big as say Hafan y Mor but the park is beautifully kept and has several features that make it worth a visit.
First of all the staff were fantastic and really made our stay enjoyable. Our 3 girls absolutely loved Ranger Oakley so compliments to him! He really put a lot of effort and humour into the Nature Rockz activities and was by far the best ranger at the parks we’ve visited. The girls also loved the lifeguard (Adam?) who joined in the pool activities, they had loads of fun playing with him. Everyone else was good-humoured and helpful, even the security guards were really nice right down to the cheery wave goodbye as we left. It makes a huge difference so please pass on our thanks to all the staff.
There was an issue with our accommodation on the first night and this was really well handled at reception so thanks for that also.
Our accommodation was very clean and well kept, no signs of wear and tear or poor housekeeping anywhere. All the public areas looked great. You can walk to the lagoon from the park which was lovely and peaceful.
The outdoor pool was beautiful and Sussex has lots of sunny weather so we were able to enjoy it. The water was lovely and warm – I hate cold pool water so I was delighted with this! The pool areas were well maintained and there were plenty of attentive lifeguards. The indoor pool was fine too, just in the sunshine it was nicer to be outside.
I love the outdoor terrace area with a view of the outdoor pool and direct access to the playground. You could eat from the Mash and Barrel or The Terrace pizza here or have a drink at the lovely rattan seating areas. Compliments also to the man who runs The Terrace at the weekends, really good fun.
The park also has an outdoor sports/games area, basketball court, tennis court, covered activities range and Water Walkerz / Bungee Trampolines which were perhaps my only quibble with the park. You can’t book the last 2 in advance with your activity passes, and I had to complain after 4 times in a row asking to use the Water Walkerz only to be told come back later – they did in the end send someone over to run them for us. I appreciate they don’t want a staff member sitting beside them day in day out in case someone wants to use them, but I think you should be able to book a time or a ticket in some way rather than having to keep on asking.
We didn’t eat in the Mash and Barrel as it’s always mediocre at any Haven park. We ate at Cooks & Co fish and chips out of necessity and it was just ok but expensive. The Terrace pizza was nice but pricey. There are a few places to eat nearby in Pagham / Nyetimber but they are a bit of a walk away so better to drive if you have small children.
The arcade area was of course popular with the kids as it always is, they love those 2p machines!!!
The regular evening shows weren’t amazing. The entertainment crew were enthusiastic but I think the shows could do with a bit of a revamp. Check out the visiting acts though – in our second week there was a comedian and he was excellent, we all enjoyed his show.
Apart from the friendly staff and the park amenities, it’s a great area for a holiday. The weather is lovely and there is so much to do in the area. Chichester city is only a few minutes away. Portsmouth is half an hour away and there is loads to see and do, we went back for 2 days (if you buy a Historic Dockyard ticket it is good for a year from the date of issue – just be warned, the Mary Rose requires a separate ticket). Brighton is an hour away. We also went further afield to Legoland and Chessington.
For groceries there are lots of shops around: Pagham has a Co-op around the corner from Church Farm and a Tesco express. Chichester has a lot of shops. There are also superstores in the area around Havant including a massive Asda.
We had a lovely time at Haven Church Farm and would definitely recommend it!
Read less",love outdoor terrace area view outdoor pool direct access playground,outdoor terrace area view outdoor pool,"['terrace', 'area', 'view', 'pool']",Leisure
1514,1059,Littlehampton,4,"Good site beautiful scenery (shame about the food) Well maintained site, very clean room and excellent local scenery. We visited outside of school holidays and it was very quiet, I suspect that it will be different when the schools break up. The staff are friendly but the whole site is let done by the bar and restaurant. The food is overpriced and poor. The bar staff struggle with cask ales. However there are other places to eat in walking distance for example the excellent Pagham Beach Cafe, so that needn't lessen your enjoyment too much.
Read less",bar staff struggle cask ale,staff struggle cask ale,"['staff', 'struggle', 'cask', 'ale']",Service&Staff
1517,1062,Littlehampton,4,"Lovely stay, pleasantly surprised Stayed here for 2 nights last week (had to leave one day early due to work). We had a lovely time with beautiful weather. Caravan was quite far away from main areas but meant it was lovely and quiet. Clean and comfy with nice view. Entertainment in evening was great with an added bonus kids can stay until late so myself and my husband could enjoy the evenings whilst little one slept in pushchair.
Great facilities, we loved the pool and the arcades. We will definitely consider booking a haven again in the future!
Read less",entertainment evening great added bonus kid stay late husband could enjoy evening whilst little one slept pushchair,bonus kid stay,"['bonus', 'kid', 'stay']",Location
1524,1070,Littlehampton,3,"We consistently received less than we paid for Just returned from a three night stay. We were a family of four adults, four children and a newborn, and we have mixed reviews of the park.

Overall we found the staff pleasant and personable and the facilities good. The location is beautiful and there are plenty of activities to keep the whole family happy. However, we found the service lacking in that we had to keep asking to be provided with things we’ve already paid for and where we forgot to ask, or grew tired of querying, we ended up going without.

Firstly, I have concerns about their grading system. We paid for two caravans, one for our immediate family and one for my sister-in-law and her children. We paid extra for an upgrade on our caravan (from deluxe to prestige) to be sure there was central heating as we have a 9 week old baby. However, the upgrade felt like a downgrade since the deluxe was far superior to the prestige. We stayed in 87 Church Meadow, which had dirty floors, a filthy and broken mop, and the bedroom had a lingering smell of urine. The living area was tilted as the concrete foundations at one end are crumbling and so the caravan is at an angle. We also had a few things missing that we’d paid for, and had to phone up reception three times in the first 24 hours to get things addressed.

However, we spent most of the time outside in the glorious sunshine so we put up with a few niggles in the caravan, particularly as we had to phone reception three times already - we didn’t want to spend the whole holiday time complaining.

Also, the other caravan we booked (28 Wallfield) was impeccable, clean, and had features that our prestige did not (Bluetooth speakers, a dishwasher, etc) despite it being a deluxe. And so we were very happy with that caravan and it’s value.

But on Sunday afternoon, the missing burger sauce in my burger was the proverbial straw that broke the camel’s back. It sounds really petty, but after having to query a long list of small errors in the two and a half days we had been there, it was becoming tedious and we left the park on Monday morning feeling a little like Haven was trying to see what it could get away with charging for but not providing.

When we arrived we had to phone reception when we realised the bedrail we’d paid for was missing. We then had to phone a second time to get the linens for one of the beds. We also discovered that the heating was broken in the middle of the first night when it got chilly and my toddler and newborn were cold. Maintenance came round the next day and told us the touch unit was broken and had been wired out so we had to control the heating with some dials in a cupboard. So clearly it was a problem Haven was aware of because the wiring had been adapted to ‘fix’ the issue, and yet there were no instructions on the main heating control to say it was broken and how to operate it. Having said that, in one of their higher grade caravans it should’ve been repaired properly in the first place. So we ended up spending one night out of the three (and the coldest night at that) without the heating that we’d paid the extra for in our upgrade. And on top of the shabby condition of the van, these problems meant that it was definitely not ‘prestigious’ accommodation at all. There was no compensation offered for this or any of the other problems we encountered.

There were other little things missing that were meant to be included. There was no Bluetooth speaker in our caravan, for example. I mentioned it (along with some of the other issues) to the staff-member at checkout and she said that the previous renter must have stolen it and this is something that happens sometimes and we could’ve got one if we had let them know. But as I said earlier, after having to chase up so many little things it wasn’t worth the hassle. And it should be something they check for before checking in new guests if they have it happening to them frequently.

Also, the restaurant frequently failed to bring us all our orders. The kids meals particularly were an issue. On the menu it said that all the kids meals came with a bowl vegetables and a juice. We were never brought either of these and again, we were tired of chasing up the service we were already paying for. Again, it’s a pretty petty complaint but for four children eating meals everyday at the Mash and Barrel, it all adds up.

Overall, we had a nice time at Church Farm because it was glorious weather, we were with our family and the location was lovely. But after reflecting on all the little things that irritated us, and querying it all with reception I am still unsure of what our upgrade cost actually paid for and I think that they’ve got a lot of work to do in improving their service if we are ever to return. I mentioned our concerns at reception and left the feedback card with them, and I can see that management read reviews on here, so there should in theory be no excuse for not addressing these issues for future customers.
Read less",bluetooth speaker caravan example,bluetooth speaker caravan example,"['speaker', 'caravan', 'example']",Parking&Fac
1527,1072,Littlehampton,3,"Underwhelmed  Just completed 2 weeks at Church Farm, this was our 11th or 12th visit and we usual stay here at least twice a year as it’s a lovely site with easy access to Portsmouth and The Isle of Wight.
Have stayed in various Platinum and Prestige caravans all over the site and as the years go by the level of cleanliness and the standard of caravan has dropped.

Was given 6 Fairways and was told nice quiet bit of the park, firstly the 3 bed Prestige “New” model was filthy! The floor was unswept, the fridge door was dirty and there were unwashed bowls in the cupboard, unfortunately we have come to expect this and always clean when we get in the caravan, usually the twin bedrooms are snug but the main bedroom is roomy, not in this case, all 3 bedrooms were unusually small and we had to dress in the hallway as this was the only place with any legroom!

The quiet location at Fairways was questionable, while we were there 7th till 21 June, there were contractors digging a ditch and relaying turf, this went on for most of our stay and we played dodge the work van and machinery anytime we left the caravan, also Fairways overlooks the golf course, lovely view but open to the wind, people teeing off outside the window and the course gets mowed every day, for hours a day!
Didn’t bother complaining whilst there as we have had reason to complain before and found a general lack of interest and nothing gets done, I suggest haven have a rethink about the ranking and pricing of their caravans and bring back some with enough room in the bedroom to put your trousers on !
Read less",stayed various platinum prestige caravan site year go level cleanliness standard caravan dropped,various platinum prestige caravan site year,"['platinum', 'prestige', 'caravan', 'site', 'year']",Entertainment&Activities
1538,1079,Littlehampton,3,"Little let down. Was hoping for more ! Got to site 20mins early was greeted by a older man at the gate who was fantastic, when into reception was very busy, lined up got to desk was told your 20min early your caravan isn’t ready come back, Not a problem 20mins later goes back and lined up agin this time 30mins in the line for my wife to be over looked and the man behind the desk starts to serve the man stood behind my wife! She made it very clear she was next, and how rude he was. With NO apology and says “ it’s the second time that mans been in” my wife reply’s “ it’s the second time for us as well” he goes to hand the keys over to then take them back and says “yours isn’t ready yet” and starts talking to the man again and also gave him some vouchers. POOR customer Servis. Finally got some keys (no vouchers for us I see) (just a map where it was) felt like we had been put at the back of the camp due to the confrontation. Caravan was ok still a little dirty ( windows had hand prints where people had pushed them open, food still in fridge dirt around the bathroom floor at the edges. At this point wasn’t going to complain just wanted to have some food and fun with are kids.when in the bar/restaurant prices are what you expect about £10 a meal the portion sizes was a little small but food was nice 👍🏻 orders two desserts for the kids waited 45min after we had eaten are food to be told they forgot and that they dint have it in. ( got money back for desert) by now time is getting on and we haven’t had the best start kids play in arcades 30mins small but good we heads in to the entertainment room very small, stayed in there for 2hours we count stand it anymore had to leave very boring even are kids was asking use to leave 👎 headed into the shop on camp got the kids some sweets was princes fair( was selling coop stuff but then had nisa shopping cart,) don’t really no what the shop was. We when swimming the next day pool was small one slide, signs up saying NO diving, and that’s all my two sons jumped in got told no jumping in then there playing with each other picking each other up and got told again to stop.if there are rules in place have signs it’s a kids pool they want to play this isn’t a poor you can swim in so what to they think your going to do? We tried some of the activities around £5 £10 each staff was very friendly and the kids had fun, also got the 4person bike £15 1 hour price and time was fun could be better if they had a trial to follow.
Also there’s no one on the gate 24/7 so anyone can drive in or out,as the activities are very close to the gates felt if someone wanted to come in and take kids they easy could.( I do look for things like this as I have a 5yr and it puts me on edge )

Overall good bits clean -camp , very quiet ,mostly nice staff
Bad bits- boring , not a lot for older kids , poor entertainment , felt unsafe
For us it was first time with haven camp and probably the last.
Read less",point not going complain wanted food fun kids.when bar restaurant price expect meal portion size little small food nice order two dessert kid waitedeaten food told forgot dint,food fun kids.when,"['food', 'fun', 'kids.when']",Food
