,Name,Category,Town,Type,Contributions,Title,Review,Rating,Date,LocCode,Cuisine,Score
1088,"Crossbush, Beefeater",Food,Arundel, Steakhouse/Diner,13,Excellent food again served by Jess,"We all had a great meal again, wonderful steaks, cauliflower tart and our son was treated well on the kids menu, which he was impressed with. Jess was lovely and very friendly, despite being very busy.",5,2.0,0.0,British,0
1089,The Lion,Food,Bognor, Pub/Bar,7,Very poor service ,"Very slow service! We were first in the restaurant and drinks were served but it took 50 minutes for any food to be served. I asked
",2,4.0,2.0,British,1
1090,East Beach Café,Food,Littlehampton, Café,85,I love this place!,"Been here many many times and have never been disappointed. Breakfast, lunch, dinner or even just tea and cake in the afternoon has always been lovely. They do excellent breakfasts and all the food is so fresh! The staff are excellent as well - friendly, attentive but not intrusive. A credit to Littlehampton and a lovely unique place.

Thank you!",5,1.0,2.0,Seafood,0
1091,Church Farm,Accommodation,Littlehampton,AccomOther,11,Miss,"Upgrade a few weeks before from Standard to a Platinum caravan, I must say I wish I hadn’t bothered. Could book in at 1, by the time I have rang Reception Twice, to sort out the Problems and still wasn’t sorted I walked down to speck to the manager. Most of the problems were sort by 6.30 pm . Over 5 hours of holiday wasted. Blinds broke, rubbish, in bin, toilets not cleaned, bedding had ash on it and someone had been on it, cushions over the floor , marks on windows, drity marks on bathroom cabinet. We asked to move and was told there was nowhere, it was busy the weekend but Monday/ Friday was not many caravans Occupied but was still told they couldn’t move us . Very unhappy, then to top off the start of our holiday the restaurant gave our food to the wrong table and we waited over 40 minutes
Read less",1,3.0,2.0,0,1
1092,LG Café,Food,Arundel, Café,2,Dr,Very disappointed. Not what we expected. Both almond croissants tasty old and musty! Coffee quite nice but very small. Need to up their game or they won't survive!,1,3.0,0.0,British,1
1093,Travelodge Fontwell,Accommodation,Arundel,Hotel,9,Fab stay,"Great stay at this travelodge. Very clean rooms and great chatty staff who made my stay. Really enjoyed our time and will be back. Travelodge your what it is says on the tin and basic but great price. Thanks to all the team
Read less",5,4.0,2.0,0,0
1094,"Papa Johns, Butlins",Food,Bognor, Fast Food/Takeaway,1,Lovely Ginnie made our visit!,"We love the Pizza and Salad Buffet here, it’s great value for lunch as part of a day trip to Butlins, everything is always good but I have to especially mention Ginnie after our last visit because she was so helpful, funny and full of useful info about Butlins. She’s a real credit to the restaurant.",5,2.0,2.0,Italian/Pizza,0
1095,The Mezze,Food,Bognor, Restaurant,7,Fantastic food,We went to The Mezze and had some lunch. We had a delicious starter of some flat bread with a lovely dip. I had a great lamb shish with fries and salad. Super child friendly staff. The only thing I wouldn’t recommend is the toilets. I’m 9 years old.,5,3.0,2.0,Other,0
1096,Dolphin Hotel,Food,Littlehampton, Pub/Bar,4,Miserable,What a miserable place this is to visit. Bar staff rude and have to really push to be served and the atompsphere is worse still. Avoid and won’t be going back,1,2.0,2.0,British,1
1097,Butlins,Accommodation,Bognor,Hotel,13,Don’t waste your money! ,"Came to Butlin’s as a family of 3 for a weekend trip. We stayed in Oyster Bay. We didn’t have high expectations as we had picked the budget accommodation as we felt the hotels were way over priced for a 3 night non peak break. The rooms are very basic, they do have everything you need but it’s all very old. We were in an end room felt like a fish bowl as all windows are over looked. If your not a fan of natural light and enjoy being watched from all angles this is the place for you. The bed was comfy, on arrival it was broken one side. Staff came around to check on all rooms which was great. Our bed was fixed quickly. The whole apartment was cleanish! The noise levels are a lot though! Walls are cardboard thin so even if neighbours are quiet you can hear it all. Best part was the stairs.... it was incredible made the whole apartment turn into a bouncy castle/trampoline/waterbed experience. Whenever anyone walked up the stairs and hit the landing jumping or not you move with them!
They need to put signs up to remind people that at 11pm some younger children still like to sleep!
The whole park is good but not great. Aimed at younger children around 8. Not much for teenagers. The staff are doing their best but you can see considerable cut backs. The fair ground only has a handful of rides so you can spend more then an hour there. The bigger more exciting drawing you in type rides are charged. And on the expensive side. As is golf, bowling, driving school - all paid for attractions.
Mirroring what other reviews have said nothing is open before 10 attraction wises and lots of the restaurants and ice cream place don’t open til 12.
Scoop the ice cream place is worth a visit. One big bonus of the site.
We booked and visited the diner on Saturday evening. This place is a joke. We waited over an hour for our food. Took 20mins after being seated for our drinks ordered to be taken and then another long wait of 15 mins for our food order to be taken. Then had an hour wait. Which would be expected but there was more empty tables then full ones. Another table walked out as it took so long. We complained and our food order was chased but still didn’t speed up the food process. Staff were apologetic but it took them a long while to come over. Not worth it go to burger kind instead!
The pool is the main attraction, it’s very new and is great. The rapids are fun but only if your children can swim. The changing rooms are disgusting! And very unsanitary. Be prepared to queue for everything.
Staff at evening shows are great though.
Very mixed bag even for a cheap weekend away with the kids, it’s not worth it at all. Another once great historical thing going down the drain! Try haven or dare I say pontins instead!
Read less",2,3.0,0.0,0,1
1098,Arundel Castle,Attractions,Arundel,Historical/Culture,160,The gardens are splendid,"We visited the castle recently and just did the Cathedral and Gardens bit. The Cathedral was very interesting and the gardens were splendid. The castle looked fairly vast but we decided not to do that part - the gardens were our interest. Well worth a visit if you find yourself around Arundel.
Read less",4,3.0,3.0,0,0
1099,Jaybelle Grange,Accommodation,Littlehampton,AccomOther,7,"Clean, quiet park","We recently spent a week at Jaybelle Grange Lodges. The park is very quiet and we enjoyed our relaxing stay in an Oak 2 bedroom lodge with hot tub. The lodge was clean and spacious and was provided with extras such as handwash in both the bathroom and en-suite, washing up liquid, tea towels and oven gloves (these haven't always been at other holiday parks we've visited). The bathrooms would have benefited from having a cabinet as there wasn't anywhere to store toiletries apart from 1 small basket on the wall in one, also a shelf/basket in the shower would've been handy. There was a washing machine/dryer and I was pleased we had a clothes airer as it's annoying when there's no where to hang your washing or swimwear to dry (other lodge/caravan parks take note). The free WiFi (by WiFi Spark) wasn't reliable or strong enough to do much so we ended up getting extra data bundles for our teenage daughters. We all used the hot tub (our daughters were in it every evening) although it isn't really big enough for more than 2 to 3 people at a time. Don't stay here if you're expecting a lively holiday park, it's a quiet lodge park with no facilities on site, we knew this and it was just what we were looking for. We enjoy walking and Climping Beach is only a 15 minute walk away so we visited that most days, also we walked to Littlehampton which is 2 miles away. Any issues I've mentioned are minor and certainly wouldn't put us off returning for a future stay.",4,3.0,2.0,0,0
1100,Knights Table Steakhouse,Food,Arundel, Steakhouse/Diner,17,Disappointed,"We visited the carvery which was average,not a huge selection of veg unfortunately.Free sweet with beer custard yuk!! Not for us.",2,1.0,1.0,British,1
1101,Shoreline,Accommodation,Bognor,Hotel,5,Monday to Friday break in May 2019,"From the moment we drove through the gate we were greeted by friendly and efficient staff, and our check-in was seamless. Our room was clean and inviting, and my 4 year old granddaughter loved the 'sea' theme. The staff in the restaurant gave us a very warm welcome each day, and remembered our names! Wendy & Amanda were lovely! All the staff behind the scenes that we didn't get to meet deserve a big 'thank you' too. As for our stay, it was really enjoyable. From the fantastic new pool, to the fairground, super shows and pantomime, and 'meet and greet' with the characters. Myself, my Daughter, and my 2 granddaughters aged 4 and 8 months had a fantastic holiday. Well done Butlins! We will certainly be back!
Read less",5,2.0,2.0,0,0
1102,Bengal Tandoori,Food,Littlehampton, Restaurant,11,indian sit in meal,"went to the bengal tandoori restaurant on saturday evening. the ceiling above my table was stained from a leak above,the seating was very tight to get into. curry tasted as if gravy powder had been added to thicken it. as i came out and was waiting to pay the area used to prepare the chunteys was stained by spilled food not good",2,2.0,1.0,Indian,1
1103,Travelodge Littlehampton,Accommodation,Littlehampton,Hotel,12,One night stay,"The staff at first meet were extremely helpful moving us to a downstairs room when they realised my mother could not cope with the stairs , unfortunately there was a lot of noise from the people in room above us",5,1.0,2.0,0,0
1104,Parsons Table,Food,Arundel, Restaurant,16,Dinner,"We visited the Parsons table twice while staying with our daughter. The fist time was a Wednesday evening, we didn’t book thinking it wouldn’t be busy. It was full, luckily for us 4 people had just left. The place is small but not overcrowded, it felt warm and cosy. The staff are just the right amount of attentive and seemed to know what we wanted before we did. They’re friendly, funny and knowledgeable about every aspect of their menu.
I can’t remember what I had the first time but it was beautiful and everyone of us inhaled our meals. The second time we booked as it was a farewell dinner, I chose off of the special’s board. I had the crab minestrone soup followed by the hake, again it was amazing, this time however I took it easy as I didn’t want it to end. The food is locally sourced and so fresh. Give this place a try, it’s fabulous but book, well in advance. Parsons table, well done, I think you may just have some of the best waiting staff I’ve seen!!
Will be back in December.",5,2.0,3.0,Other,0
1105,World's End,Food,Arundel, Pub/Bar,173,Grilled food needs a lot of improvement ,"I hate writing bad reviews. It’s rare I do, but I’m afraid I have to here. The positives - nice atmosphere, friendly staff, and the starters. And that’s really where it ends. My son had a burger which was cooked beyond recognition. He still ate it, but that was through sheer hunger. As for me, I ordered a medium rare steak. Alas, it was probably the most well done steak I’ve ever had. I had one bite and left the rest. Far credit to the waiter though, as he spotted this and said he wouldn’t charge for my plate. Still hungry, I ordered a sticky toffee pudding. Don’t make that mistake. It was an insipid, dry sponge with a small amount of frankly disgusting toffee sauce on top. It resembled no STP I had ever seen. Again, one mouthful and I couldn’t eat any more. Then, to top it all, they completely forgot about bringing out a pudding for my father in law’s birthday. All in all, it wasn’t a celebratory night. We won’t come back, I’m afraid.",2,1.0,2.0,British,1
1106,World's End,Food,Arundel, Pub/Bar,35,Excellent Christmas Day Lunch ,"We booked our Christmas Lunch after having had some excellent meals at The Worlds End this year . It was an excellent Christmas lunch , the service was great , the food was superb . Without even asking we were offered extra Yorkshire’s and gravy . The table we booked was ready and decorated when we arrived and there was no rush to leave at all . Well done to the owners and the staff for making Christmas Day a great one !!",5,4.0,1.0,British,0
1107,The Deli,Food,Bognor, Café,5,Lunch,I visit The Deli at Aldwick regularly and have been for well over a year now. The service from Emily is always excellent and the food is great especially her cakes which are so light. Her rocky roads are very generous and taste great. I highly recommend a visit. Emily has a roast day and a pie day. The menu is always full of variety and choice.,5,1.0,1.0,British,0
1108,Robin Hood,Food,Bognor, Pub/Bar,11,Reasonable pub restaurant food,"The Robin Hood is a Chef & Brewer pub and Hotel.
Can not comment on the Hotel facilities as I have not stayed there.
Food is resonable both in price and quality. However we have experienced some inconcistency on quality.
The menu is a standard C&B menu served either in the restaurant with waited service or pre-paid as a bar meal.
There is little waiting time and you are usually warned if there are delays due to the kitchen being busy.
Staff are generally friendly and helpfull but you do tend to be forgotten towards the end of the stay at times having to go and find someone to sttle your bill. Other wise a good place to eat frequented primarily by locals.",4,4.0,1.0,British,0
1109,"The Windmill, Harvester",Food,Littlehampton, Pub/Bar,40,Cleanliness leaves a lot to be desired,"The food was as I would expect from a chain such as this. Went for convenience as near to where we are on holiday. Restaurant area where we sat not very clean. I had to ask for table to be cleaned, even though it was set. I also had to ask for new cutlery.
Went to use the toilet and needless to say they don’t appear to be well attended to.

Very busy but no excuse for me cleanliness in a restaurant is paramount. Staff friendly enough to be fair.

I did raise with one of the managers who bluntly put didn’t seem to bothered about my comments. One of the waitresses with him however made an effort to attend to us after which was appreciated",2,2.0,0.0,British,1
1110,Premier Inn Bognor,Accommodation,Bognor,Hotel,11,Christmas break,"Spent 3 nights visiting family. Loved it and will make it our regular
Our WiFi was excellent and I only had the free one
The staff were very friendly and helpful I loved the surroundings and thought the place very comfy
We only had breakfast as we were visiting family but it was cooked lovely
Read less",5,4.0,2.0,0,0
1111,Mustards,Food,Bognor, Restaurant,1064,Bognor has a restuarant to be proud of,"This is a really nice restaurant. The food is amazing, really well presented and top quality, the service is very good without being over attentive, the facilities are clean, its not cheap, at good Arundel prices, but then the food quality and presentation warrants it. From that perspective it would be highly recommended. However, there are a couple of minor consideration. It a bit stark, the lighting is very full on / harsh, so it does not create any ambience, a few dimmers and some table lights would help a lot, and it has a huge echo problem, so its very noisy even with ordinary conversation. You must try the apple and blackberry mouse for desert. EXCELLENT",5,1.0,1.0,Other,0
1112,Moathouse Café,Food,Arundel, Café,15,Lovely breakfast ,"Stepped in for late breakfast and weren’t disappointed.
Friendly staff and scrumptious breakfast.
Great location by the castle in Arundel.",5,3.0,2.0,British,0
1113,Spotted Cow,Food,Littlehampton, Pub/Bar,2,Worst Sunday lunch ever.,"Well - I have just returned home at the end of a day when my family and I experienced what must be one of the worst lunch experiences ever.

We arrived at 1.20pm for a 1.30pm booking and were shown to our table. Finally someone took our drinks order at around 1.45pm and the drinks arrived at 1.55pm at which time we were informed that due to lack of kitchen staff it would be another half hour before they could take our food order and then maybe about half an hour more before we would be served. We were asked if we wanted to stay (bear in mind we had just got our drinks) and knowing that it was nearly 2pm and there was probably no chance of getting a table elsewhere we decided to bite the bullet and stay - as long as we weren't charged for the drinks. Which they agreed to.

Our food order was actually taken at around 2.15pm and we waited for our food. And waited and waited and waited. And waited. We complained to the management who, I'm afraid to say, were decidedly unconcerned. In fact I would say that the owner was actually rude in his response. ""Oh, It's coming. It's coming"" he said - as if that was enough.

Finally the food arrived at 3.15pm! One and three quarter hours after the time of our booking. Needless to say, by this time, my family were starving, losing the will to live and almost willing to accept anything. The meals were more or less OK except for one beef dinner which was almost cold. We were offered free desserts but to be honest we just wanted to leave as soon as possible.

If only we had been told about their staffing problems when we first arrived instead of after half an hour we would have had a better chance of finding a lunch elsewhere. I'm afraid that if this is the usual attitude of the owners then they are in for a rough ride in the pub business. We will certainly not be returning and I would advise anyone else to think twice before booking.

I have to say that I have given The Spotted Cow one star for one reason only. And that is for the very polite waitress who did her best to look after us and was obviously sympathetic to our appalling Sunday lunch.",1,1.0,2.0,British,1
1114,Butlins,Accommodation,Bognor,Hotel,1,Dirty room,"The holiday was let down by the room it was dirty. We found used underwear left on the bathroom floor not clean rubbish under the beds you could not cook as there was no key cooking utensils not even a cheese grater or wooden spoon and 3 glasses for 5 people all different sizes
Read less",2,4.0,0.0,0,1
1115,Premier Inn Bognor,Accommodation,Bognor,Hotel,3,Exceptional service!,"The staff at the hotel were absolutely terrific throughout our two-day stay and couldn't do enough for us. We were made to feel really welcome and were treated like guests and not numbers. Absolutely first class.
Read less",5,2.0,2.0,0,0
1116,Avisford,Accommodation,Arundel,Hotel,8,the worst Hilton I've ever stayed in...!!!!!!,"The only reason I've given this review 1 star is because there is no option given for no stars.
My Girlfriend and I stayed here whilst visiting the Goodwood members meeting.
it cost £250 for the Saturday night that we stayed.
although the staff were very nice and helpful the hotel its self was very disappointing to say the least,
the room was very dated and smelt mouldy and damp.
this hotel is now very tired and in desperate need of refurbishment.
How Hilton put there name to this hotel is shameful and a discredit to the Hilton brand...!!!!!
Read less",1,2.0,2.0,0,1
1117,Bailiffs Court,Accommodation,Littlehampton,Hotel,54,Disappointing lunch,"We were looking forward to a special 3 course lunch but after the first course it went rapidly downhill. We received a lovely welcome from the waiters and thoroughly enjoyed the delicious home made rolls and celeriac and apple soup which was excellent. However we had a very long wait for our main course of hake. The plates were only just warm. Then when we eventually were served our sticky toffee pudding it was cold, the pudding was hard and solid, the ice-cream portion far too small for the amount of pudding and rich sauce. The restaurant itself was lovely and the tables beautifully laid however.
Read less",2,1.0,1.0,0,1
1118,La Cucina,Food,Littlehampton, Restaurant,3,Excellent all round,Food is just fab here all fresh and tastes fantastic. Service always excellent too. Well worth a visit if you haven’t been yet.,5,2.0,1.0,Italian/Pizza,0
1119,The Dragon,Food,Littlehampton, Fast Food/Takeaway,1,Very dissatisfied,"I have been to the Dragon on many occasions but it now looks like it is on its last legs.
Starters arrived too quickly and looked like the came from Iceland,
Rest of the meal was disappointing, a pity because it used to be a great place
Staff were surly and unsmiling",1,1.0,3.0,Chinese/Thai,1
1120,Cockburns Tea Rooms,Food,Arundel, Café,137,Great food and excellent customer service,"I came here for lunch whilst in Arundel for the day and was very impressed indeed.
I asked if it would he possible to order a vegan sandwich and was immediately offered two different options. When it arrived my food was tasty,well-presented and the serving size was generous.
However, having spotted vegan brownies by the counter, l also had to have one of those, with some loose leaf tea.
I was asked if l would like a top-up for my tea-pot and whether my food had been ok, which l was impressed with. It seemed that the staff really care about the service they provide and whether customers are satisfied. The place itself is cute and cosy and has a relaxed atmosphere.
I loved it here and would recommend to others. Prices are also very reasonable.",5,3.0,2.0,British,0
1121,Cardanom Bay,Food,Bognor, Restaurant,103,"Worst service ,rude staff","We visited as a group of 6 , table was booked weeks in advance for 8pm , arrived table not ready , we said we will go off and come back which we did , 30 minutes later table was ready . Waiter quickly took drinks order , left leaving no menus . Eventually brought menus , ordered food and waited hour and half for “complimentary starter” . Asked when main course would be served was told another hour , 2 1/2 hour wait for food was a bit extreme especially as Resturant had emptied in the time we had sat and waited, by that point we had all lost the will to live , and were all starving so left .
Will never recommend this restaurant or use them again .
Food might get good reviews , but no good if can’t back it up with good service.",1,2.0,1.0,Indian,1
1122,Butlins,Accommodation,Bognor,Hotel,98,80s weekend ,"Our room was in the Wave hotel which was lovely and clean and comfortable beds and a great shower.
The food was good and we enjoyed what we had.
The entertainment was non stop and some acts were better than others.
The staff were all very nice and the comedy club comedians the black one in particular was hilarious
We will be returning to do it again
Read less",4,2.0,2.0,0,0
1123,Inglenook,Food,Bognor, Pub/Bar,71,Shower is poor,"Stayed for the weekend. Due to age of building no air con
Bathroom was musty and the shower was poor
Bed comfy and room clean
Breakfast was included
Hot food cooked to order.
If 3 people had the fruit salad it had to be refilled.",4,3.0,2.0,British,0
1124,The Fish Factory,Food,Littlehampton, Restaurant,23,Dad’s birthday meal,"7 family members booked a table for a birthday meal we were early for our booking which wasn’t a problem we were given a warm welcome offered drinks whilst we read through the fantastic menu
We all thoroughly enjoyed our various fish lunches I can honestly say it is the best fish n chips I have ever had cooked to perfection very well presented the deserts were also excellent all in all we would all highly recommend this restaurant we will definitely be returning.",5,2.0,2.0,Seafood,0
1125,"Crossbush, Beefeater",Food,Arundel, Steakhouse/Diner,1,Christmas breakfast,"Amazing food, all we can eat for £9.50 and the sausage and pain au raisins ate delicious! Great service as always. Even had xmas crackers!",5,4.0,0.0,British,0
1126,Dolphin Hotel,Food,Littlehampton, Pub/Bar,34,Exceptional food.,"Very atmospheric place. The food is fantastic, it is run by a very friendly and welcoming couple. Very comprehensive food menu and a good selection of drinks.",5,2.0,2.0,British,0
1127,Chez Moi,Food,Bognor, Restaurant,56,A French oasis in the land of fish and chips!,A good choice of excellent dishes both for lunch and dinner. Best croque monsieur to date! Obviously very popular so booking advance to be sure of a table. Parking tricky but only a short walk from the town centre.,4,3.0,1.0,Other,0
1128,Avisford,Accommodation,Arundel,Hotel,5,no sense of urgency or organisation,"I turned up ready for a wedding with the intentions of enjoying my stay without any hassle.
After the amount i paid for a ""deluxe room"" to make the occasion special, it annoyed me to my core to hear that friends who had paid a percentage of what i had were offered suites and rooms of the highest standards. Friends of mine had also lost their suites due to other peoples upgrades.
We wanted to have a nice family meal before the big day and after ordering 10 meals for the table, we then waited forover an hour in what was an empty restaurant. We were made aware of the extra wait for BBQ food but anything over an hour it would of been appreciated if we were made aware of the status of the food. Eventualy the food did turn up albeit it the wrong orders and therefore leaving me still with a hungry stomach. I was scared that if i ordered more i would be there well into the night. Not ideal prep for a long wedding day. We did have our drinks removed from the bill but even the drinks took over 20 minutes to arrive. it was only a nudge from my friend who was fed up of waiting , who went to the bar himself to get a separate drink as it was a hot day and was parched (34*)
On the day of the wedding i needed to iron a number of shirts which luckily was not a problem as the room had all of the utilities it promised. ALTHOUGH even with the iron only half full it decided to leak all over my shirt leaving a water stain. It was at this point that my opinion on the Hilton Hotel brand had been tarnished. To the point where on the last day of my stay at 11:15 i stood at the downstairs bar in an attempt to get a fruit shoot for one of the kids and was unable to due to NO STAFF manning the bar which i had been directed too. This was not a busy time of the day and i had to walk away and disappoint the child of my failure to provide a sweet beverage in what was one of the hottest days of the year.
Read less",1,3.0,0.0,0,1
1129,Pizza Hut,Food,Bognor, Restaurant,125,Great Buffet Lunch,Attended as a group of 7 at lunchtime for the unlimited buffet. The service was very good and there was always a fresh full supply of pizza to choose from. Salad bar was nice and fresh as well and was kept tidy. Also ordered the refillable juices and this was a diy service which means you can actually get refills when you need/want them. Pizza was cooked really nice and was tasteful. Toilets were also clean. Would recommend and would go back again at a lunchtime.,4,1.0,2.0,Italian/Pizza,0
1130,KFC Bognor,Food,Bognor, Fast Food/Takeaway,7,Couldn't even get served ,"Waiting at the ordering point in the drive through for quite some time with no one requesting our order, we assumed the intercom wasn't working. Drove round to the serving window to be asked if we'd stopped at the ordering point to which we advised yes we had for quite some time. They told us they can't take orders at that window so we'd need to go back round again. If they spent more time serving and less time talking to eachother they would have got our custom. With burger King just down the road that's exactly where we went. Won't be trying to eat here again",1,2.0,3.0,American,1
1131,"The Windmill, Harvester",Food,Littlehampton, Pub/Bar,10,Avoid eating in the bar,"Harvesters are usually low end eateries but perfectly acceptable. But if the restaurant is full do not choose to eat in the bar area, dirty and untidy, tables not cleared or cleaned, bar staff not interested in customer service, unwelcoming, unwilling to replace missing condiments and cutlery, ""go and see if there are any on one of the other tables"" as a party of 10 I would normally give a generous tip, not on this occasion
On the plus side the food was ok, but I won't revisit",1,3.0,2.0,British,1
1132,Pier Road Coffe & Art,Attractions,Littlehampton,Shopping,26,Coffee and Cake,"Fantastic Coffee shop located in Littlehampton. Not only do they serve delicious coffee and scrumptious cake, they also have on offer a shop full of Arts and Crafts for sale. They also have classes during the week which you can join.",5,1.0,1.0,0,0
1133,Harbour Lights,Food,Littlehampton, Café,7,20 minutes for 3 coffee's,"Took my parents in for a coffee yesterday after finding out it had reopened.

How disappointing

They now only have 1 till instead of 3 and although I counted 6 members of staff behind the counter, it took 20 minutes to order 3 coffee's. I must mention that it wasn't busy, only 2 people in front of us.

I'm not sure who designed the new layout, but to only have 1 till is crazy. I've also never seen so many staff in there, in total I counted 8 front of house staff (which is more then it had before it closed and was really busy) and out of all of them, the only one I saw doing any work was the heavily pregnant waitress, the rest were just stood around doing nothing!

Really disappointing to see it like that and certainly won't be returning",1,3.0,2.0,British,1
1134,"Pizza Hut, Littlehampton",Food,Littlehampton, Fast Food/Takeaway,15,Not same as in Pizza hut restaurant,"Pizza from takeout pizza huts dont taste the same, can be oily at times even on crust which should be bread like but seems to be coated in some kind of oil. not good pizza. topping are cold and pizza base warm not hot. hmmm Dominos Fail every-time and pizza hut pizza tastes awful, seems no place in town to get a decent pizza",1,1.0,1.0,Italian/Pizza,1
1135,Mustards,Food,Bognor, Restaurant,14,First class food in tasteful surroundings,"I have lunched twice at Mustards within the last few days.

My first lunch included last Sunday was a delicious homemade broccoli soup and a generous, equally delicious, portion of roast lamb, Yorkshire pudding, roast potatoes, gravy and two side dishes with freshly cooked vegetables. In addition there was warm, home baked bread and a Carafe of water.

Today being less hungry I chose fried cod, chips and mashed peas; all cooked to perfection. Once again there was freshly baked bread. Afterwards I ate homemade lemon, lime and raspberry sorbets - so much better than thé mass produced variety.

On both occasions the service was efficient and friendly. Mustards is stylishly furnished and attention has been paid to many details: for example: cloth serviettes and cloth towels in the immaculately clean bathroom.",5,4.0,3.0,Other,0
1136,Waterside Café,Food,Arundel, Café,1,Rude......,"We decided we wanted an ice cream rather than a cuppa and a sit down so chose our flavours before wandering in to look at the view.
Immediately a woman 'commanded' us rudely that we had to sit at a table so she could take our order. Followed to be told loudly ""you've walked into a cafe, you need to sit down' order.
I told her we had decided to just have an ice cream...
The curt reply and stare back was ""well, the flavours are out there on the board you have to go in THERE to order'.....
Needless to say, we didn't stay and the last thing we would want to buy and ice cream from you!!!
Dreadful social skills. Rude Rude Rude...",1,2.0,0.0,British,1
1137,The Lion,Food,Bognor, Pub/Bar,8,Bad experience,"Arrived for a meal sat down at table not set up to have an early drink before sitting down at pre booked table. Asked to mov3 on as table booked for lunch doors opens on cold day to see us out quick. No heating very unwelcoming missing regions managament, suggest avoiding unwelcoming to disabled customers and very unfriendly wont be back.",1,1.0,3.0,British,1
1138,Arundel Castle,Attractions,Arundel,Historical/Culture,141,Around the castle,"Last time we visited the castle and gardens was a few years ago when for some reason there were not that many rooms. Today we returned and we were well surprised at the rooms we had not seen before. They were all magnificent and by comparison to say Windsor castle, Arundel is much better value for money. The gardens are also excellent and in parts quite surprising. We will return next year and I would highly recommend paying for the top ticket. Furthermore, it’s probably better to visit on a weekday when there are less people and your enjoyment will increase.
Read less",5,2.0,2.0,0,0
1139,Hawking About,Attractions,Arundel,Nature/Gardens,13,Amazing Experience with Owls,"I so enjoyed a great hawk and owl experience last year, couldn't wait to go again. This time a friend and I went for the Owl Experience - amazing again! Flew 5 different owls - non stop hands-on experience, learning so much as Kevin shared his knowledge and affection for these stunning birds.
Highly recommended for all age groups.
Read less",5,2.0,2.0,0,0
1140,Lemongrass Thai,Food,Littlehampton, Restaurant,3,Amazing food and service,"Lovely food , absolutely delicious! Really recommend! Great service with lovely waiters all really friendly",5,2.0,3.0,Chinese/Thai,0
1141,The Roundstone,Food,Littlehampton, Pub/Bar,3,Family visit,"Friendly and comfortable place to eat
 Food well prepared and wide choice of menu available. Staff friendly and helpful.",4,1.0,0.0,British,0
1142,"The Lamb, Angmering",Food,Littlehampton, Pub/Bar,21,Two Night Stay,"We stayed here for two nights using it as a base to tour the local sites with our friend who also stayed overnight. This is a friendly, homely, vibrant pub with fabulous atmosphere. The breakfasts were really good and waitress served and we stayed for one meal in the evening and it is really superb fine dining, the food was excellent. I would thoroughly recommend this pub. The room was tastefully furnished, cosy, clean and comfortable although if we came back we would request a different room. We were directly above the bar area in Zebedee Peckett and it was noisy till past midnight . Our friend had a spacious room on the second floor which he said was quiet and very good. We would definitely return though as it otherwise ticks all of the boxes.",5,4.0,2.0,British,0
1143,The Gravy Boat,Food,Littlehampton, Restaurant,41,Mrs.j,"Went for lunch for my son's birthday, booked a table just in case really busy. Didn't go till 1.45 so prob didn't need to being a Wednesday. Took grandson, pizza he enjoyed, 2 had carvery husband had liver x mash . No complaints, staff very on the ball. Plenty of choice on the menu, will go back again.",4,3.0,0.0,Other,0
1144,Anokha,Food,Bognor, Restaurant,1,Our New Year's Eve experience,"So we booked a table over the phone on the 30th December for a nice meal on NYE with my family for 7pm. Just 3 of us only to arrive and there not being a booking for us. However they managed to get us a table so all good.
Then we sat down ordered our drinks and poppadoms but on the table was a 5 course set menu for £22.95 per head which is all good if you can eat 5 courses and dont have kids with you.

We asked if we could order from the main menu and the guy told us that we could choose items off the menu and pay for what we have only this changed when we was about to order. They told us we could only have the 5 courses! There was no mention of this when I called and the staff were extremely rude and obnoxious. We paid up what we had and left.
We weren't the only ones. The table of 6 next to us were also Ill informed. They got told that the menu would be £14.95 per head. What a joke. I think they were about to walk too.
We should have learned from our last experience of our takeaway from the Anohka, West Meads. We had to wait an hour and a half for cold food.
They will never have us as customers again.
So disappointed.
P.s. we have been customers of the Anokha since we moved from Surrey in 2014 and until recently it has been great. Something has drastically changed and I think it's the staff and their incompetencies and rudeness",1,4.0,0.0,Indian,1
1145,TAO,Food,Bognor, Steakhouse/Diner,4,Just call it a sports bar,"Awful, no atmosphere, awful music. I'd rather watch paint dry. Feels like a weatherspoons. I'd love to get my hands on this venue.",2,2.0,2.0,American,1
1146,Elmer Tandoori,Food,Bognor, Restaurant,1,Elma tandoori,I always order from this takeaway as I think the food the coast and presentation is amazing and super friendly when visiting. I rang up to place an order before 10.20pm took my address and my whole order witch took 10mins to be passed on to another gentleman who explained rudely that he can’t deliver to me with no explanation. This is more for the restaurant eyes in hoping they read this and treat people a little nicer on the phone you may have business but no wants to order to someone who is bloody rude and not polite!! The words can spread you know might want to have a few with your staff!!!,1,4.0,3.0,Indian,1
1147,The Holly Tree,Food,Arundel, Pub/Bar,2,Outstanding 9/8/19,"Visited here for dinner friday night and we were certainly not disappointed! The food was fresh and tasty and you could tell the chef has a real passion for what he does. The blonde lady that seemed to be running the restaurant was extremely polite and efficient and nothing was too much trouble. All in all excellent food and excellent service, we will be returning!",5,3.0,0.0,British,0
